Review text,teks_bersih
bagus. tapi tolong tingkatkan lagi kinerjanya.,bagus tapi tolong tingkatkan lagi kinerjanya
the best banyak ke untungan nya,best banyak untungan
ya bagus,bagus
Mayan nambah nambah poin,Mayan nambah nambah poin
dompet shopee pay bisa buat bayar parkir pakai kiri dengan shopeepay mantap pokoknya,dompet shopee bisa buat bayar parkir pakai kiri dengan shopeepay mantap pokoknya
aplikasi nya bagus,aplikasi bagus
ok bngat,bngat
bisa semua transaksi dalam satu aplikasi 👍👍👍,bisa semua transaksi dalam satu aplikasi
mantap keren cepat penanggung jawab nyah top pokoknyahhh,mantap keren cepat penanggung jawab nyah pokoknyahhh
aplikasi bagus dan sangat cocok buat transaksi apapun,aplikasi bagus sangat cocok buat transaksi apapun
sangat bermanfaat sekali serba bisa gampang dan mudah praktis,sangat bermanfaat sekali serba bisa gampang mudah praktis
mff ya min ngsih bintang 3 soal nya sering error kode otp ga masuk masuk pdhl sinyal oke trus kdng sering error juga waktu mau pembayaran,ngsih bintang soal sering error kode masuk masuk pdhl sinyal trus kdng sering error juga waktu pembayaran
"gara² sodara saya yg telat bayar di sopi pinjam jd ta bisa belanja lg disopi malah masih banyak lg saldonya, menyesal sekali kasih dia pinjaman di sopi pinjam jd ancur sopiku ta bisa belanja lg😭",gara² sodara saya telat bayar sopi pinjam bisa belanja disopi malah masih banyak saldonya menyesal sekali kasih pinjaman sopi pinjam ancur sopiku bisa belanja
cepat dan aman,cepat aman
"Sudah bagus, tapi lemot saat mau bayar pakai qris. Tolong di perbaiki lg ya ges",Sudah bagus tapi lemot saat bayar pakai qris Tolong perbaiki
APK nya bagus dan sangat membantu,bagus sangat membantu
keren apalagi bisa koneksi paypal,keren apalagi bisa koneksi paypal
cakep banget,cakep banget
"saya mangajukan pinjaman berkali"" sampai 5 kli di tolak semua,sulit bngt sih",saya mangajukan pinjaman berkali sampai tolak semuasulit bngt
"sangat berguna, serba ada klo belanja di Shopee",sangat berguna serba belanja Shopee
simple mudaj dan cepat,simple mudaj cepat
semoga saya diberi kemudahan,semoga saya diberi kemudahan
aplikasi ini sangat cocok untuk berlangganan cocok juga untuk nabung,aplikasi sangat cocok untuk berlangganan cocok juga untuk nabung
"apk e commerce pilihan ku adalah shopee, tapi sedikit saran sih untuk produk flash sale coba dibikin lebih adil kasihan yang sampai relain kesehatan begadang cuma demi flash sale yang peluangnya sangat minim, alih alih siapa cepat dia dapat kenapa ngak bikin semacam diundi dengan tiket terbatas untuk ikut, kan lebih adil kalau shopee sendiri berniat bakar uang (memberi) untuk seluruh pengguna daripada rebutan yang pasti akan dimenangkan pemilik smartphone anti lag responsif aja, kan kurang adil",commerce pilihan adalah shopee tapi sedikit saran untuk produk flash sale coba dibikin lebih adil kasihan yang sampai relain kesehatan begadang cuma demi flash sale yang peluangnya sangat minim alih alih siapa cepat dapat kenapa ngak bikin semacam diundi dengan tiket terbatas untuk ikut lebih adil kalau shopee sendiri berniat bakar uang memberi untuk seluruh pengguna daripada rebutan yang pasti akan dimenangkan pemilik smartphone anti responsif kurang adil
sangat memudahkan aktivitas transaksi,sangat memudahkan aktivitas transaksi
manatap,manatap
buruk lambat cs tidur gak mau jawab,buruk lambat tidur jawab
"LUARR BIASA...SUKSES SHOPEEPAY, Terimakasih🙏🔥🔥🔥",LUARR BIASASUKSES SHOPEEPAY Terimakasih
pengajuan shopeepay tidak pernah di acc,pengajuan shopeepay tidak pernah
bermwnfaat,bermwnfaat
saya sangat suka,saya sangat suka
sangat baikkk,sangat baikkk
baru nyata ngga lemot.,baru nyata ngga lemot
terlalu menyala🔥🔥👍,terlalu menyala
tolong banyakin gratis ongkir min hehehe,tolong banyakin gratis ongkir hehehe
isi ewallet di shopepay nglag lapor ke cs katanya tunggu paling lambat 30 menit udah di tunggu masih dalam proses . laporan lgi suruh nunggu 1 hari . 🤣🤣🤣 minta di batalkan tidak bisa .. jadi apa gunanya lapor kalo gk bisa menyelsaikan masalah . kalah ma aplikasi jualan pulsa wlwpun aplikasi kecil kalo gangguan 15 menit dana kembali .,ewallet shopepay nglag lapor katanya tunggu paling lambat menit udah tunggu masih dalam proses laporan suruh nunggu hari minta batalkan tidak bisa jadi gunanya lapor kalo bisa menyelsaikan masalah kalah aplikasi jualan pulsa wlwpun aplikasi kecil kalo gangguan menit dana kembali
aplikasinya memudahkan bayar2,aplikasinya memudahkan bayar2
suka dengan fitur2 dan pelayanan dan cepat semoga urusanku terselasikan,suka dengan fitur2 pelayanan cepat semoga urusanku terselasikan
Aplikasi yg sangat membantu sekali.,Aplikasi sangat membantu sekali
aplikasi memenuh kan ram hp saja,aplikasi memenuh saja
sangat baik dalam transaksi,sangat baik dalam transaksi
baguss bngt berguna bngt untuk sayaa,baguss bngt berguna bngt untuk sayaa
"sangat berguna dan bagus apk nya, lovess",sangat berguna bagus lovess
"mantap,",mantap
"cepat, mudah, praktis. 😄",cepat mudah praktis
aplikasi ini enak soalnya ada 12:12 nya 🙏🏻😅,aplikasi enak soalnya 1212
sangat bagus barang nya,sangat bagus barang
"bagus, dan lebih praktis",bagus lebih praktis
sangat membantuu,sangat membantuu
mudah dalam pengaplikasian dan ngga ada adminn,mudah dalam pengaplikasian ngga adminn
TOP,
alhamdulillah bgus klau dpt vocer diskon trus,alhamdulillah bgus klau vocer diskon trus
sangat mudah dan bagus digunakan,sangat mudah bagus digunakan
moga aja apk ini bisa membantu,moga bisa membantu
"Mudah digunakan, sangat membantu",Mudah digunakan sangat membantu
aplikasi bagus membantu buat paylaternya,aplikasi bagus membantu buat paylaternya
cukup menjanjikan,cukup menjanjikan
belum di coba mudah mudahan bagus,belum coba mudah mudahan bagus
apk nya ngebantu bangat plss sukakk,ngebantu bangat plss sukakk
sering2 yaa promo sembako sangat terbantu untuk ibu2,sering2 promo sembako sangat terbantu untuk ibu2
mau ganti pin shopepay otp nya gak di kirim-kirim,ganti shopepay kirimkirim
Pay Letter gitu bisa di bekukan kenapa ya gan ? 🙏 padahal tidak pernah tagihan,Letter gitu bisa bekukan kenapa padahal tidak pernah tagihan
Makin mudah dan lebih hemat,Makin mudah lebih hemat
sangat membantu. kurangnya hanya saat co di tgl 10 pembayaran harus tgl 1. harusnya sesuai dengan barang di trima.,sangat membantu kurangnya hanya saat pembayaran harus harusnya sesuai dengan barang trima
"saya sangat senang, app terbaik",saya sangat senang terbaik
burukk bngtt keluar masuk Mulu ngeleg,burukk bngtt keluar masuk Mulu ngeleg
saldo tiba tiba hilang saat mau transaksi Shopee food padahal belum tekan bayar,saldo tiba tiba hilang saat transaksi Shopee food padahal belum tekan bayar
"good Job,semoga aplikasi ini makin banyak manfaat,selalu maju dalam segi menu dan penggunaannya,trims Shopee",good Jobsemoga aplikasi makin banyak manfaatselalu maju dalam segi menu penggunaannyatrims Shopee
hanya ada sedikit masalah dengan barang yg di pesan tidak sesuai dengan yang di perlihatkan di video penjual,hanya sedikit masalah dengan barang pesan tidak sesuai dengan yang perlihatkan video penjual
"bagus banget apknya, gratis juga kalo tf terimakasih banyak shopeepay",bagus banget apknya gratis juga kalo terimakasih banyak shopeepay
"mudah,murah,cepat",mudahmurahcepat
saya lupa sandi di shopeePay dan saya bikin ganti sandi trus katanya kode dikirim saya tunggu2 enggak juga dikirim kalian mau ambil duit saya??,saya lupa sandi shopeePay saya bikin ganti sandi trus katanya kode dikirim saya tunggu2 enggak juga dikirim kalian ambil duit saya
mantap aplikasinya tapi kenapa sering update,mantap aplikasinya tapi kenapa sering update
payment point terbaik. fast payment service.,payment point terbaik fast payment service
bismillah semoga lancar terus,bismillah semoga lancar terus
sangat mempermudah segala urusan belanja . bagus,sangat mempermudah segala urusan belanja bagus
bagus menyenangkan,bagus menyenangkan
"Bagus dan beragam lah harga terjangkau,programnya & internalnya lebih bekerja dgn baik,bebas iklan,bug,ataupun lelet,cepatlah ketika dijalankan & mengakses smua menu2nya. Tapi di sayangkan sering ketika dipakai terkadang agak"" sulit membukanya pas saat koneksi lagi buruk / tidak stabil, terkadang loadingnya lambat banget dan cuma berputar-putar saja. mungkin cuma hal yang biasa terjadi di apps ini dan yang lain-lainnya sesuai pengalaman transaksi sukses,masukan tuk bagusnya dibenahi segalanya.",Bagus beragam harga terjangkauprogramnya internalnya lebih bekerja baikbebas iklanbugataupun leletcepatlah ketika dijalankan mengakses smua menu2nya Tapi sayangkan sering ketika dipakai terkadang agak sulit membukanya saat koneksi lagi buruk tidak stabil terkadang loadingnya lambat banget cuma berputarputar saja mungkin cuma yang biasa terjadi apps yang lainlainnya sesuai pengalaman transaksi suksesmasukan bagusnya dibenahi segalanya
sangat membantu dompet,sangat membantu dompet
top markotooooop.👍👍👍👍👍👍👍💯,markotooooop
gw kasih bintang 5 karna gw baik anjayyy,kasih bintang karna baik anjayyy
Shopee mempermudah kita saya sangat menyukai.y,Shopee mempermudah kita saya sangat menyukaiy
berhasil buat akun baru,berhasil buat akun baru
mudah di operasikan dan bnyak sekali promo,mudah operasikan bnyak sekali promo
Mantap dan memudahkan,Mantap memudahkan
mantap sangan berguna,mantap sangan berguna
"daftar spinjam dan spaylater selalu gagal padahal saya sering belanja lewat shopee, ditempat lain saya ada paylater juga padahal. disini doang saya ajuin selalu gagal.",daftar spinjam spaylater selalu gagal padahal saya sering belanja lewat shopee ditempat lain saya paylater juga padahal disini doang saya ajuin selalu gagal
banyak diskon,banyak diskon
terimakasih shopeepay.,terimakasih shopeepay
sekarang apapun kebutuhan nya udah pasti di shopee OK tapi sayang gue sudah berkali-kali kecewa dengan ulah kurir yang suka ngirim paket gue berapa banyak paket gue yang gue pesan ga nyampe ke tangan gue akhir barang yang gue pesan di kembalikan ke toko padahal alamat nya jelas banget sampai akhirnya sekarang gue ga bisa pesan dengan COD terakhir minggu yang lalu gue pesan palu karet masa sampai 1 Minggu ga dikirim kirim akhirnya gue batalin,sekarang apapun kebutuhan udah pasti shopee tapi sayang sudah berkalikali kecewa dengan ulah kurir yang suka ngirim paket berapa banyak paket yang pesan nyampe tangan akhir barang yang pesan kembalikan toko padahal alamat jelas banget sampai akhirnya sekarang bisa pesan dengan terakhir minggu yang lalu pesan palu karet masa sampai Minggu dikirim kirim akhirnya batalin
sangat membantu dalam segala hal,sangat membantu dalam segala
senang menggunakan Shopee,senang menggunakan Shopee
"selalu saja bermasalah setiap habis di update, sekarang tidak bisa isi pulsa, tolong di perbaiki dong",selalu saja bermasalah setiap habis update sekarang tidak bisa pulsa tolong perbaiki dong
saya suka aplikasi ini,saya suka aplikasi
mencoba diaplikasi semoga lancar,mencoba diaplikasi semoga lancar
bonusbelanjaan semua sembako dan sebagai nya,bonusbelanjaan semua sembako sebagai
sopi pay slalu mantap,sopi slalu mantap
sangat mudah menggunakannya untuk berbagai keperluan berbelanja,sangat mudah menggunakannya untuk berbagai keperluan berbelanja
enak pakainya aplikasi ini,enak pakainya aplikasi
promo 1000 oke,promo 1000
jos maseeeeeehhhhhh,maseeeeeehhhhhh
bagus sih,bagus
oyeee,oyeee
lebih mudah berbelanja,lebih mudah berbelanja
pelayanan ok,pelayanan
Shopee pay sangat bagus,Shopee sangat bagus
"kereen gratis admin.. apapun Transaksi Kita.. Tampa minimal.. lanjutkan gratis ongkirnya.. biasanya pke aplikasi lain kirim apapun ,bli kuota, listrik dll.. skrg udah ga LG skrg d shopeepay aj.. murah bli apapun ..sukses trus shopeepay",kereen gratis admin apapun Transaksi Kita Tampa minimal lanjutkan gratis ongkirnya biasanya aplikasi lain kirim apapun kuota listrik skrg udah skrg shopeepay murah apapun sukses trus shopeepay
"aplikasi e wallet terbaik menurut saya pribadi setelah mencoba semua aplikasi serupa, sesuai dengan motto nya yaitu "" juaranya gratis admin"" terus pertahankan seperti ini ! (ulasan asli dari diri pribadi. bukan bot maupun orang suruhan/bayaran)",aplikasi wallet terbaik menurut saya pribadi setelah mencoba semua aplikasi serupa sesuai dengan motto yaitu juaranya gratis admin terus pertahankan seperti ulasan asli dari diri pribadi bukan maupun orang suruhanbayaran
giloo,giloo
membantu terima kasih,membantu terima kasih
apk sangat bermanfaat,sangat bermanfaat
sangat membantu dalam proses,sangat membantu dalam proses
aplikasi bagus sekali,aplikasi bagus sekali
tp paylater GK BS aktif padahal UD lama saya blnju jg jualaa,paylater aktif padahal lama saya blnju jualaa
"katanya bebas admin saat top up nyatanya selalu kena admin 1k,pdhl kita selalu transaksi pakai shopee pay",katanya bebas admin saat nyatanya selalu kena admin 1kpdhl kita selalu transaksi pakai shopee
"cukup baik menurut saya,,,karna saya juga Masi pengguna baru,,",cukup baik menurut sayakarna saya juga Masi pengguna baru
Bagus pokoe,Bagus pokoe
pokoknya welll👍👍👍👍👍,pokoknya welll
semoga bisa membantu bertransaksi,semoga bisa membantu bertransaksi
aplikasi ini sangat membantu saya,aplikasi sangat membantu saya
bagus sangat dimudahkan,bagus sangat dimudahkan
meringankan urusan ketika kita mengalami kendala dalam proses perbelanjaan,meringankan urusan ketika kita mengalami kendala dalam proses perbelanjaan
bagus bisa lebih bagus lgi..,bagus bisa lebih bagus
bayak diskon mantep,bayak diskon mantep
blum ad sbulan pke merchant qris shopee pay buat transaksi di toko.eh mlh di blokir .ada saldo jualan di bekukan ndk bisa di apa2 in.nyesek banget setengah mati cri uang.bru seenaknya bekukan saldo org TANPA PEMBERITAHUAN,blum sbulan merchant qris shopee buat transaksi tokoeh blokir saldo jualan bekukan bisa apa2 innyesek banget setengah mati uangbru seenaknya bekukan saldo TANPA PEMBERITAHUAN
"Bagus,dan sangat bermanfaat",Bagusdan sangat bermanfaat
"Siipppp.....,👍👍👍",Siipppp
Bagus sang at mempermudah Saatchi berbelania,Bagus sang mempermudah Saatchi berbelania
jempol 3x,jempol
terima kasih terbantu belanja efektif,terima kasih terbantu belanja efektif
untuk fitur qrisnya masih lemot,untuk fitur qrisnya masih lemot
mantaaappp,mantaaappp
"susah dptr shopypay dan paylater ko gagal bae, nype bberapa bulan hhhuu kcebong niahh",susah dptr shopypay paylater gagal nype bberapa bulan hhhuu kcebong niahh
Spaylater sangat membantu,Spaylater sangat membantu
💯👍🏻♥️♥️♥️saya suka make aplikasi ini mantap sekali,saya suka make aplikasi mantap sekali
belanja mudah dan terpercaya 🥰🥰🥰🥰🥰🥰🥰🥰🥰,belanja mudah terpercaya
Widyawati 😭🙏🙏 ya Allah jadikan semua ini penuh dengan 🤲😭🙏,Widyawati Allah jadikan semua penuh dengan
sangat mempermudah dalam transaksi pembayaran sehingga uang ku mudah habis,sangat mempermudah dalam transaksi pembayaran sehingga uang mudah habis
"aplikasi olshop dg transaksi belanja yg mudah,murah,lengkap dan cepat.",aplikasi olshop transaksi belanja mudahmurahlengkap cepat
"aplikasi bagus, gk ribet dan transaksi aman serta lancar, good pokoknya.",aplikasi bagus ribet transaksi aman serta lancar good pokoknya
cukup bagus,cukup bagus
"Aplikasi berjalan dengan lancar, tidak ada kendala atau lag, semua jujur dan amanah",Aplikasi berjalan dengan lancar tidak kendala atau semua jujur amanah
sangat membantu pasangan pasutri,sangat membantu pasangan pasutri
banyak kendala,banyak kendala
sangat buruk,sangat buruk
rekomen,rekomen
bagus sejauh ini,bagus sejauh
dompet digital serba bisa,dompet digital serba bisa
blum mengerti cara nya tpi belajar dlu,blum mengerti cara belajar
bagus! shoppe aman kk,bagus shoppe aman
saya kurang senang saya isi aplikasi shopee pay untuk membeli paket boo kok tidak dapat masuk,saya kurang senang saya aplikasi shopee untuk membeli paket tidak dapat masuk
"sangat mengecewakan, S pinjam dan limit extra TDK dpt di cairkan pdhl untuk Modal usaha . (perputaran hasil usaha )bayar tak pernah telat , sebelum jatuh tempo SDH di bayarkan supaya tidak ada biaya denda dan nama ttp terjaga baik . tp Nyatanya masih saja di tolak . bagaimana pembayaran selanjutnya entahlah Krn tidak ada LG yg di putar dananya , semoga saja tidak di bekukan dan BS di cairkan kembali . kalau tidak BS di cairkan kembali , kelanjutan gak BS bayar . galbay tentunya.",sangat mengecewakan pinjam limit extra cairkan pdhl untuk Modal usaha perputaran hasil usaha bayar pernah telat sebelum jatuh tempo bayarkan supaya tidak biaya denda nama terjaga baik Nyatanya masih saja tolak bagaimana pembayaran selanjutnya entahlah tidak putar dananya semoga saja tidak bekukan cairkan kembali kalau tidak cairkan kembali kelanjutan bayar galbay tentunya
