Review text,teks_bersih
"udah gak bener ini aplikasi, mau buka aplikasi tiba-tiba minta masukkan pin, pin sudah dimasukan salah terus, bisa masuk setelah ganti pin tapi saldo sudah hilang,, ada transaksi pembayaran yang tidak saya lakukan, hati-hati semuanya, dana mudah kena hack.",udah bener aplikasi buka aplikasi tibatiba minta masukkan sudah dimasukan salah terus bisa masuk setelah ganti tapi saldo sudah hilang transaksi pembayaran yang tidak saya lakukan hatihati semuanya dana mudah kena hack
waw aplikasi ini sangat membantu,aplikasi sangat membantu
"udah gak nyaman banget Skrang pake dana ..sering minta upgred udah tau no nya udah gak aktif yang tadinya normal tiba"" mau kirim uang harus upgred ..alhasil saldo lenyap karena gak bisa di buka lagi no nya sudah tidak aktif lagi",udah nyaman banget Skrang pake dana sering minta upgred udah udah aktif yang tadinya normal tiba kirim uang harus upgred alhasil saldo lenyap karena bisa buka lagi sudah tidak aktif lagi
walaupun saya ngga bisa pinjam dana instan,walaupun saya ngga bisa pinjam dana instan
jijik,jijik
manap jadi lebih mudah praktis adanya dana,manap jadi lebih mudah praktis adanya dana
aku baru pertama pakek aplikasi Dana,baru pertama pakek aplikasi Dana
"Fitur lupa pin gak ada keamanan sama sekali. Jadi kalau orang lain pakai hp saya dan masuk aplikasi Dana, dia bisa kirim saldo saya dengan fitur lupa pin. Bodoh kali aplikasi ini",Fitur lupa keamanan sama sekali Jadi kalau orang lain pakai saya masuk aplikasi Dana bisa kirim saldo saya dengan fitur lupa Bodoh kali aplikasi
oke sip,
aplikasi ngga tanggung jawab duit saya ilang ga ada bantuan nya sama sekali saya putuskan GK bakal pake dana lagi sistem ke manan nya jelek,aplikasi ngga tanggung jawab duit saya ilang bantuan sama sekali saya putuskan bakal pake dana lagi sistem manan jelek
baik sangat baik,baik sangat baik
cukup baik...,cukup baik
woi knapa dana cicil nya gabisa di buka,knapa dana cicil gabisa buka
aplikasi mantap,aplikasi mantap
kasih bintang 5.semua transaksi jadi mudah dan lancar.,kasih bintang 5semua transaksi jadi mudah lancar
jngan naik trus dong admin transaksinya,jngan naik trus dong admin transaksinya
dana is the best,dana best
Menjadi kan transaksi jd lebih singkat efisien dan aman... terimakasih Bwt developer yg sudah merumuskan dan menjadikan aplikasi ini👍,Menjadi transaksi lebih singkat efisien aman terimakasih developer sudah merumuskan menjadikan aplikasi
"saldo saya diambil, tolong pertanggungjawaban nya",saldo saya diambil tolong pertanggungjawaban
sat set,
"udah kapok pake dana, bnyak mafia d dalamnya, bnyk penipuan atas nma dana saldo smpe abis d kuras pantes ad pilihan perlindungan saldo, krna keamanan sndri GK aman apl yg baik yg bsa mlindungi pngguna ny ketika chat dgn Diana jga GK mnyelesaikn msalh hnya mnta hak uang kembali TPI kesannya d prsusah atau ad pihak org dalam?",udah kapok pake dana bnyak mafia dalamnya bnyk penipuan atas dana saldo smpe abis kuras pantes pilihan perlindungan saldo krna keamanan sndri aman baik mlindungi pngguna ketika chat Diana mnyelesaikn msalh hnya mnta uang kembali kesannya prsusah atau pihak dalam
saldo suka tiba tiba ilang mana banyak lagih ilang nyaa,saldo suka tiba tiba ilang mana banyak lagih ilang nyaa
OMg,
sangat membantu sekali😊😊😊,sangat membantu sekali
sangat cocok untuk pengguna,sangat cocok untuk pengguna
tolong bantu munculin dana cicil nya kk,tolong bantu munculin dana cicil
yeyyyy,yeyyyy
"buat apa diaplikasi ada dana cicil tapi gk bisa dibuka,padahal saya sudah lama premium.. kalau hanya cuma pajangan saja mending dihapus saja dana cicilnya dari aplikasi",buat diaplikasi dana cicil tapi bisa dibukapadahal saya sudah lama premium kalau hanya cuma pajangan saja mending dihapus saja dana cicilnya dari aplikasi
"apk ini bagus, mudah di gunakan, tp akses fitur barunya agak lambat padahal akun saya setiap hari aku gunakan transaksi dan aktfitas, masih belom muncul.. lebih nya bagus..",bagus mudah gunakan akses fitur barunya agak lambat padahal akun saya setiap hari gunakan transaksi aktfitas masih belom muncul lebih bagus
"good, tapi barcode ku tidak jadi berkali-kali",good tapi barcode tidak jadi berkalikali
"sangat berarti ,mudah dan cepat",sangat berarti mudah cepat
apk memang mantap,memang mantap
apk mudah digunakan dan mudah2an aman,mudah digunakan mudah2an aman
bisa TRANSAKSI versi ini...cuma agak lemot terima kasih,bisa TRANSAKSI versi inicuma agak lemot terima kasih
"sengaja saya kasih bintang 5 agar dilihat,ini aplikasi kenapa ya setiap saya klik dana cicil tampilan hanya layar putih saja",sengaja saya kasih bintang agar dilihatini aplikasi kenapa setiap saya klik dana cicil tampilan hanya layar putih saja
sangat membantu untuk transaksi usaha saya.,sangat membantu untuk transaksi usaha saya
sangat baikkk,sangat baikkk
aplikasi akun dana bisnis sampah uang saya tidak bisa di tarik,aplikasi akun dana bisnis sampah uang saya tidak bisa tarik
sudah 2 Minggu mau melakukan pembayaran didana. selalu saja ngebug. cuma mutar2 aj ditmpat. padahal jaringan full. Adminnya cuman liat aj. gbisa perbaiki. Uda tau bnyak ulasan yg sama.,sudah Minggu melakukan pembayaran didana selalu saja ngebug cuma mutar2 ditmpat padahal jaringan full Adminnya cuman liat gbisa perbaiki bnyak ulasan sama
"gbisa login suruh masukin pin padahal belum pernah daftar samsek, udah d lupa pin suruh foto muka padahal cahaya udah cerah banget tapi gagal terus, coba download pake apk sebelah mah gampang",gbisa login suruh masukin padahal belum pernah daftar samsek udah lupa suruh foto muka padahal cahaya udah cerah banget tapi gagal terus coba download pake sebelah gampang
"apk terus2an updute kek quota gak beli aja, lagian byk iklan dan ngapain motong saldo asal2an",terus2an updute quota beli lagian iklan ngapain motong saldo asal2an
sangat puas pakai aplikasi ini..,sangat puas pakai aplikasi
Saya sudah memenuhi standar dana premium kenapa saya tidak bisa mengajukan pinjaman didana cicil,Saya sudah memenuhi standar dana premium kenapa saya tidak bisa mengajukan pinjaman didana cicil
bagus aplikasi nya..banyak membantu utk keperluan keuangan..,bagus aplikasi nyabanyak membantu keperluan keuangan
"bintang satu aja soal nya bnyak pengguna yang rugi karna nomer gak aktif lagi.jadi hangus uang nya, coba update lagi login tanpa otp suapaya yang nomor nya gak aktif,kabantu lagi",bintang satu soal bnyak pengguna yang rugi karna nomer aktif lagijadi hangus uang coba update lagi login tanpa suapaya yang nomor aktifkabantu lagi
memudahkan saya untuk membayar makanan,memudahkan saya untuk membayar makanan
"Min tolong perbaiki DANA saya, karena Dana+ tidak bisa dijadikan sumber dana saya untuk transaksi. jadi cuma ada metode bayar saldo dana dan kartu aja",tolong perbaiki DANA saya karena Dana tidak bisa dijadikan sumber dana saya untuk transaksi jadi cuma metode bayar saldo dana kartu
sangt bagus,sangt bagus
memudahkan transaksi lebih nyaman aman semoga terjaga verifikasi smua yg pakai dana,memudahkan transaksi lebih nyaman aman semoga terjaga verifikasi smua pakai dana
"Top banget aplikasi ini... apalagi bisa untuk remaja dibawah 18 tahun, makin top deh.. tapi tolong tambahkan banyak bank bukan hanya allo bank aja, tapi bank lainnya juga🙏",banget aplikasi apalagi bisa untuk remaja dibawah tahun makin tapi tolong tambahkan banyak bank bukan hanya allo bank tapi bank lainnya juga
sangat penting bagi saya,sangat penting bagi saya
sekalinya ada DANA CICIL kaga bisa di buka ngebleng layar putih doang paling² DANA hebat,sekalinya DANA CICIL kaga bisa buka ngebleng layar putih doang paling² DANA hebat
tidak ada dana cicil. tidak bisa ambil pinjaman. kecewa sana apk ini,tidak dana cicil tidak bisa ambil pinjaman kecewa sana
beli paket telat masuk ga D kembalikan pula harus nunggu 2 hari kocak,beli paket telat masuk kembalikan pula harus nunggu hari kocak
tidak ada dana cicil. tidak bisa ambil pinjaman,tidak dana cicil tidak bisa ambil pinjaman
"sejauh ini sii...lancar dan aman,semoga selalu amanah yaa",sejauh siilancar amansemoga selalu amanah
enak dan nyaman tuk di gunakan,enak nyaman gunakan
aplikasi sangat membantu,aplikasi sangat membantu
kak mau nanyak dana cicil saya kenapa gak bisa di pakek lagi ya padahal tagihan sudah saya lunasi mohon respon kak 🙏🙏,nanyak dana cicil saya kenapa bisa pakek lagi padahal tagihan sudah saya lunasi mohon respon
habis pelunasan malah ga bisa dpake lagi dana cicil nya parah,habis pelunasan malah bisa dpake lagi dana cicil parah
"sangat buruk terkait langganan, tidak adanya konfirmasi pembelian langganan berikutnya, sangat mengecewakan",sangat buruk terkait langganan tidak adanya konfirmasi pembelian langganan berikutnya sangat mengecewakan
dana memang mantap,dana memang mantap
kenapa di aplikasi dana saya tidak bisa di buka aktivitas ya...???,kenapa aplikasi dana saya tidak bisa buka aktivitas
good sangat membantu,good sangat membantu
apk gede tapi banyak duit ilang gk jls giliran mau minta refund apk tidak menyediakan fitur nya apk konyoll,gede tapi banyak duit ilang giliran minta refund tidak menyediakan fitur konyoll
saya sangat puas sekali dan sangat gampang untuk bertransaksi,saya sangat puas sekali sangat gampang untuk bertransaksi
sangat membantu paling terpercaya dan amanah,sangat membantu paling terpercaya amanah
suks,suks
semoga pengiriman gratis ke rekening bank bisa di tambah jadi 20x,semoga pengiriman gratis rekening bank bisa tambah jadi
bagus. semoga selalu amanah yaa,bagus semoga selalu amanah
dana bgus,dana bgus
terbaikk,terbaikk
banyak makan admin .. trus uang mudah ngilang ga aman deh pokok nya,banyak makan admin trus uang mudah ngilang aman pokok
aplikasi ini sangat bagus dan keren bisa menyimpan uang,aplikasi sangat bagus keren bisa menyimpan uang
tolong di perbaiki tidak bisa transfer,tolong perbaiki tidak bisa transfer
"padahal sudah verifikasi wajah dan masukan sandi, malah mintak kode otp lagi, sementara nomor HP sudah tidak aktif, aplikasi paling ribet, kan seharus nya ada alternatif lain pakai nik atau KTP.",padahal sudah verifikasi wajah masukan sandi malah mintak kode lagi sementara nomor sudah tidak aktif aplikasi paling ribet seharus alternatif lain pakai atau
baru kali ini dpt apk dompet digital yang GK ribet,baru kali dompet digital yang ribet
semoga pitur dana Istan atau dana payleter nya muncul setelah ku kasih bintang 5,semoga pitur dana Istan atau dana payleter muncul setelah kasih bintang
dana cicil belum muncul,dana cicil belum muncul
"CS dana GK ada yg bisa bantu,,pusat bantuan dana yg ada nambah pusing kepala,,robot GK bisa di ajak ngobrol!!!!",dana bisa bantupusat bantuan dana nambah pusing kepalarobot bisa ajak ngobrol
sungguh mudah,sungguh mudah
tidak ada dana cicil nya,tidak dana cicil
apk bobrok jelek bgt ga guna saldo sering hilang tiba2 aplikasi pencuri,bobrok jelek guna saldo sering hilang tiba2 aplikasi pencuri
apk ny bagus bangettt,bagus bangettt
enak di pakai?,enak pakai
mantap sekaki sangat menbantu dalam keseharian kita,mantap sekaki sangat menbantu dalam keseharian kita
mantap transaksi mudah,mantap transaksi mudah
"Akun DANA saya terkunci,saya kasi bintang satu kembali,tdk beres.",Akun DANA saya terkuncisaya kasi bintang satu kembalitdk beres
josssssssss,josssssssss
Alhamdulillah sudah bisa buat Tf dgn lncar trimakasih respon nya sya ksih bintang 5 lg biar sama2 enak,Alhamdulillah sudah bisa buat lncar trimakasih respon ksih bintang biar sama2 enak
ada adanya dana cicil cuman gak bisa d gunain heran saya mah parah banget ini aplikasi dana saya kurang puas malas saya pake dana lagi,adanya dana cicil cuman bisa gunain heran saya parah banget aplikasi dana saya kurang puas malas saya pake dana lagi
moga bermamfaat,moga bermamfaat
dana cicil uadh aktif limit nya jga udah ada tpi kok gk bsa di pakai gimna si apk dana ini,dana cicil uadh aktif limit udah pakai gimna dana
luar biasa is the beats,luar biasa beats
kebanyakan update pungsinya gitu terus,kebanyakan update pungsinya gitu terus
tolong ini sudah bagus jangan di perburuk,tolong sudah bagus jangan perburuk
jelek banget nggk jelas,jelek banget nggk jelas
nice🤩🤩🤩,nice
apk yg keren,keren
mending ganti gopay,mending ganti gopay
aman dan lancar,aman lancar
OK,
MANTUL,MANTUL
Dana tidak koperatif dengan ada nya dana cicilan,Dana tidak koperatif dengan dana cicilan
udah setahun kagak pulih2 dana premi saya main blok aja..udah aju banding nggk ada yg damai,udah setahun kagak pulih2 dana premi saya main blok ajaudah banding nggk damai
ini kok error yah saat top up digame the spike?,error saat digame spike
sulit upgrad ajir👎,sulit upgrad ajir
bagus 👍👍,bagus
keren...,keren
jadi yang terdepan,jadi yang terdepan
makin ga jelas aplikasi nya ga cocok di pake lg dah ga bisa di pake topap narik di Indomaret jg ga bisa,makin jelas aplikasi cocok pake bisa pake topap narik Indomaret bisa
dana cicil saya belum ada,dana cicil saya belum
oke banget deh,banget
"sy sudah lama menggunakan apk Dana dan sudah premium,, tapi sy belum mendapatkan fitur Dana instan,, tolong untuk fitur dana instannya di munculkan,,",sudah lama menggunakan Dana sudah premium tapi belum mendapatkan fitur Dana instan tolong untuk fitur dana instannya munculkan
"kenapa dana saya harus pakai wifi ya, sedangkan sinyal hp saya bagus, aneh nih aplikasi dana, tolong jelaskan",kenapa dana saya harus pakai wifi sedangkan sinyal saya bagus aneh aplikasi dana tolong jelaskan
"Maaf, entah ini saya aja atau kalian juga ngalamin, kok update dana sekarang jadi gak bisa login ya?, Setiap mau masukin daftar daftar, langsung mental lagi dan terus berulang.. tolong buat dev perbaiki masalah/bug ini dan buat opsi lain agar di permudah 🙏(balikin uang saya 300k)",Maaf entah saya atau kalian juga ngalamin update dana sekarang jadi bisa login Setiap masukin daftar daftar langsung mental lagi terus berulang tolong buat perbaiki masalahbug buat opsi lain agar permudah balikin uang saya 300k
kenapa dana bisnis saya tidak bisa ditarik vermuk gagal terus kenapa padahal itu wajah saya sendiri,kenapa dana bisnis saya tidak bisa ditarik vermuk gagal terus kenapa padahal wajah saya sendiri
aplikasi dana saya kok tidak ada akses dana cicil....apakah bisa dibantu,aplikasi dana saya tidak akses dana cicilapakah bisa dibantu
dana dongo duit gua ketarik gajelas mulu cape gua,dana dongo duit ketarik gajelas mulu cape
susah dapat dana instan,susah dapat dana instan
Cobe ok,Cobe
"Aplikasi Ini Cuman Ngandelin Diana Doang mana bisa dia membantu kami, emang di perusahaan dana ga ada CS nya",Aplikasi Cuman Ngandelin Diana Doang mana bisa membantu kami emang perusahaan dana
"kenapa sekarang kalo ada notifikasi masuk,ga ada suaranya,aneh",kenapa sekarang kalo notifikasi masukga suaranyaaneh
bagus dan cepat sekali,bagus cepat sekali
good luck,good luck
"tolong bantuan nya saya bikin dana lagi ganti nomor tp akun yang sama,,saya sudah coba tidak bisa masuk2",tolong bantuan saya bikin dana lagi ganti nomor akun yang samasaya sudah coba tidak bisa masuk2
mantab sekali mudah ngak ribet,mantab sekali mudah ngak ribet
sangat,sangat
Good App,Good
mantap pokonamah,mantap pokonamah
emang good aplikasi dana ini ayo teman teman segera donlot,emang good aplikasi dana teman teman segera donlot
smart pay,smart
"tolong diperbaiki, baru download dan ingin masuk ke akun dana. Namun setelah memasukan nomor hanya terjadi loading sementara setelah itu tidak terjadi apapun. Gimana mau makenya kalo mau masuk ke akunnya atau buat akun aja gabisa??",tolong diperbaiki baru download ingin masuk akun dana Namun setelah memasukan nomor hanya terjadi loading sementara setelah tidak terjadi apapun Gimana makenya kalo masuk akunnya atau buat akun gabisa
dana bagus,dana bagus
semoga pelayanan lebih baik lagi,semoga pelayanan lebih baik lagi
kok dana cicil saya tidak bisa di klik ya,dana cicil saya tidak bisa klik
mantap puas,mantap puas
bagus aman terbukti dijaga mantap,bagus aman terbukti dijaga mantap
simple mudah praktis dan ekonomis,simple mudah praktis ekonomis
ingin memunculkan dana cicil kak,ingin memunculkan dana cicil
