steming_data,score,label
megathrust bikin ekonomi negara drop kena supply chain goyang ekonomi global,-10,negative
megathrust counted as bencana alam hindar ada poin ekonomi dunia inisih tau tari menang,5,positive
apaapanya shifting masif prediksi megathrust jadi kurun,6,positive
beli isu megathrust bencana alam,-2,negative
bilang gempa megathrust sakarepmu dewe sabodo teuing kali kena megathrust pantat,4,positive
pakar sebab gempa megathrust indonesia wajib waspada,7,positive
daftar zona megathrust indonesia waspada gempatsunami dahsyat,6,positive
tni kerah cepat ajar masyarakat hadap megathrust darat laut,5,positive
dua mutually exclusive bayar cashless merta ganti cash situasi darurat indonesia besok kena gempa megathrust restoran maksa cashless only terima qris prioritas tolol,-2,negative
juni zona megathrust selatan jawa tim tahu ahil fisika arah kab pacitan skala desember skala hancur planet nibiru planet kali,1,positive
ilmu astronomi bukti selatan jawa kab pacitan teori nasa prediksi juni zona megathrust skala tim tahu ahil fisika,4,positive
laku waspada hadap megathrust,3,positive
brin ingat potensi tsunami meter akibat gempa megathrust selatan jawa,10,positive
pikirin pas baca berita ingat nankai megathrust mitigasi bencana mainmain,-1,negative
megathrust ledak bantenlampung gulung tsunami hitung menit,-3,negative
kamis april wib sempat ajar adikadik mahasiswa stmkg materi potensi gempa megathrust indonesia,8,positive
asmara waras ungsi jawa sound horeg terompet panggil kiamat megathrust,0,neutral
jujur takut health emergency negara ahli pakai proyeksi az ujung salah kaca jadi riset gempa megathrust tentang endingnya jadi alesan kota pindah,8,positive
budaya undang azab layak gulung megathrust,0,neutral
dwikorita karnawati gedung jakarta tahan hadap gempa megathrust,5,positive
eddy wijaya bincang kepala badan meteorologi klimatologi geofisika bmkg prof ir dwikorita karnawati phd potensi megathrust selat sunda mentawaisiberut simak lengkap april youtube edshareon,7,positive
wow megathrust darat rasa,-1,negative
woy alhamdulilah egk megathrust smpat lupa perihal keingetan,4,positive
mas lupa ulas sesar cimandiri bentang jawa barat belah laut jawa gunung ratus kalimantan selatan timursemoga sebab gempa megathrust tsunami laut jawa,4,positive
jakartabanten gulung tsunami megathrust bekas wilayah pesisir utara muaragembong tarumajaya babelan sukawangi rasa dampak,-1,negative
jakartabanten gulung tsunami megathrust ledak bekas aman,0,neutral
ditakutin gempa megathrust bandung,3,positive
wuih megathrust tuh lihat,3,positive
siapsiap nih gaez gempa megathrust ri tunggu bmkg zona merah com,9,positive
sesar megathrust kak megathrust tumbu lempeng beda sesar rekah lempeng gerak indonesia sumber gempa megathrust laut kak samudra hindia selatan jawa barat sumatra kak,2,positive
megathrust sesar ya,4,positive
gempa megathrust ri tunggu bmkg zona merah,9,positive
ketok kuwi sisi megathrust,0,neutral
zona patah aktif lintas sumbar bmkg ingat ancam megathrust patah semangko,-8,negative
kaji aman bangkit listrik tenaga nuklir pltn bengkayang lanjut brinbmkg skenario gempa megathrust manila magnitudo tsunami lokasi pltn jam menit gempa maksimum tsunami meter,24,positive
benar negara kutuk ayo sunda plate megathrust,1,positive
iri lihat teman cari info urus berkas si restu si padang keluarga trust isue gempa megathrust suruh si kampung kampung mah better kerja anjir kapai si,3,positive
laut simpan napas panjang refleksi megathrust intai nusantara laut tenang anakanak lari pasir nelayan tambat perahu wisatawan kamera senja jauh ombak jaran,-3,negative
indonesia gempa megathrust,4,positive
jp ingat gempa megathrust palung nankai,6,positive
gue tinggal daerah ring of fire goyang megathrust sesar lembang gempa tunggu pakai celana,2,positive
sumpah gue guru aji nanyain isu megathrust gue bidang bumi habis gue jelasin lebar ujung bilang ya mah izin allah ajal aman ya guaaaa,24,positive
kadrun mabuk agama provokator rusuh medsos nyata preman ormas megathrust kurang duduk negeri negeri kena orang kayak oon,-12,negative
paijo mending kolombia indon kena megathrust tobat,-3,negative
sebab ri rawan gempatsunami amp siaga megathrust bmkg,-2,negative
mek ngrungokno lho mbak nyanyi langsung megathrust iku segoro kidul,6,positive
gembar gembor gempa megathrust tsunami palung nankai waswas soon tinggal persis depan biwako kaya pikir tinggal sana wujud,8,positive
rakyat takut takut brin suruh bilang megathrust jakarta tsunami sekian puluh meter tinggi pinggir laut kota pik status psn masuk logika blas,-5,negative
megathrust dar ingat ancam anggap megathrust anggap amp abai sesal rasa megathrust benarbenar sesal siasia hancur masif banyak jatuh korban,-3,negative
gempa megathrust hantam ri lokasinyaperingatan bmkg,-1,negative
pantesan megathrust perintah inkompeten basic moral decency defisit akal,-1,negative
pengin fokus ajar bahasa jepang mikir jepang megathrust malas motivasi kuat kaya bentar kiamat repeat,2,positive
gempa guncang kab bandung bpbd ingat potensi megathrust radar bandung,4,positive
sesar beribis ancam potensi gempa jawab artikel kompas daryono kabid mitigasi gempa tsunami bmkg sebut sesar beribis bukti aktif gerak milimeter tahun,2,positive
pndjtn luas wilayah perang bencana n terorism opm komcad daerah cepat mobilisasi kudu tunggu deployment satu daerah ancam the socalled gempa megathrust,2,positive
depok loh goyang goyang geterrrrr urat megatron eh megathrust rumah gue yasemoga robohsudah glasshouserevolution littlestar louvre diri,-6,negative
gempa diprakiranan skala ulang geologi data precursor lokasi gempa teknologi tanggal jam gempa megathrust selatan jawa,5,positive
muncul intraslab deep quake tekan gerak gempa tanda bangun megathrust,4,positive
waspada panik bangun budaya siaga hadap potensi gempa megathrust papua,6,positive
eh gempa megathrust bikin resah banget ya,4,positive
brin fokus tebang pohon akibat longsor,0,neutral
ya gempa megathrust potensi indonesia posisi sunda megathrust aktif seismik segmen mentawaisiberut selat sunda anggap seismic gap lelet aktivitas dasar interval sejarah risiko,10,positive
gempa megathrust potensi indonesia,7,positive
dampak cianjur gempa megathrust potensi zona seismik sebab rusa parah gempa tinggal tsunami lokasi dalam pantai kesiap infrastruktur sadar,13,positive
siap hadap bencana gempa megathrust barangbarang tas,0,neutral
teliti brin ingat bahaya megathrust indonesia gerak serentak dampak rusak mati,4,positive
potensi megathrust sesar lembang bpbd bandung alat deteksi gempa,6,positive
zona megathrust gempa dahsyat pakar geologi its,5,positive
bmkg kan ancam nyata megathrust tawa selat sunda jawa barat,0,neutral
jepang nankai megathrust kayak gue menang kejer deh rela kesana sapu tunggu recovery ya allah moga,14,positive
ya sumedang bandung aman tsunami dalam pantai selatan jawa risiko guncang gempa peristiwa megathrust sebab rusa bangun,10,positive
kota aman jawa cenderung pantai utara jakarta surabaya semarang cirebon gempa megathrust tsunami selatan jakarta aman posisi utara infrastruktur kota,1,positive
skala magnitudo gempa megathrust selatan jawa capai teliti segmen barat timur jawa pecah sama studi skenario buruk dukung data gps celah seismik prediksi variasi,11,positive
dampak sumedang cirebon megathrust selatan jawa guncang gempa sumedang darat alami rusa bangun guncang kuat kena tsunami cirebon pantai utara rasa guncang potensi rusa tsunami,-9,negative
cianjur aman tsunami letak darat rawan gempa teliti tunjuk risiko gempa megathrust selatan jawa bikin getar kuat fokus siap gempa bangun tahan gempa edukasi warga tsunami ancam,13,positive
astaga bumi alami gempa kuat over megathrustindonesia landas maju kali,6,positive
klaten solo pantai selatan jawa alami guncang kuat kuat gempa megathrust magnitudo rusak bangun tahan gempa posisi darat,14,positive
jepang prediksi kena gempa megathrust tewas ribu jiwa,5,positive
lokasi gempa bawah masuk zona megathrust,1,positive
kepala bmkg wilayah v jayapura tektonik laut utara papua potensi sumber gempa bumi mekanisme sesar papua megathrust manokwari thrust ll gempamegathrust papua mitigasbencana,7,positive
heboh potensi gempa megathrust papua cek fakta versi bbmkg,1,positive
bmkg potensi gempa megathrust papua ingat,9,positive
asayaka daerah jawa timur prediksi dampak tsunami kabupaten selatan banyuwangi jember lumajang malang blitar tulungagung trenggalek pacitan dasar studi celah seismik zona megathrust selatan jawa potensi tsunami,-1,negative
jagakarsa jakarta selatan rasa guncang kuat gempa megathrust selatan jawa risiko rusa gantung magnitudo tsunami dampak langsung jagakarsa pantai utara zona tsunami,-4,negative
waspada megathrust ledak banten lampung jakarta gulung tsunami,-1,negative
iya anyer risiko dampak gempa tsunami letak pesisir selatan banten zona subduksi sunda studi celah seismik selatan jawa picu gempa megathrust tsunami gelombang meter sawarna anyer,3,positive
ya sawarna banten risiko dampak gempa tsunami letak pantai selatan jawa zona subduksi sunda studi celah seismik selatan jawa banten jawa barat picu gempa megathrust tsunami tinggi,11,positive
karawang cikarang aman dampak langsung tsunami lokasi utara jawa barat pantai selatan risiko guncang gempa zona megathrust selatan intensitas rendah waspada ikut pandu bmkg,-3,negative
kabupaten lebak risiko tsunami garis pantai selatan hadap samudra hindia rentan gempa megathrust kabupaten serang utara milik pantai selatan langsung kena dampak langsung banjir,-3,negative
cassieey dampak turangga bandung gempa megathrust signifikan riset getar tanah kuat pga potensi rusak bangun tua sebab korban jiwa ganggu infrastruktur turangga risiko tsunami lokasi,-3,negative
megathrust fakta ieu mah,-3,negative
iya jakarta guncang signifikan gempa megathrust selatan jawa sebab rusa tanah lunak tsunami langsung kena jakarta pantai utara energi gelombang lemah pulau risiko,15,positive
gempa megathrust jakarta kena,1,positive
pesisir selatan kebumen jawa risiko gempa megathrust tsunami dasar studi celah seismik lepas pantai selatan jawa teliti potensi gempa tsunami tinggi kebumen rentan,7,positive
dasar teliti peluang gempa megathrust jepang nankai trough indonesia sunda amp mentawisiberut probabilitas jeda seismik angka tepat prediksi fokus,13,positive
surabaya dampak gempa kuat intensitas vivii megathrust selatan jawa potensi rusak bangun risiko tsunami minim posisi utara dampak utama pantai selatan gelombang data historis model efek,4,positive
teliti video potensi tsunami cilacap capai tinggi meter skenario buruk dasar studi seismic gap selatan jawa sri widiantoro itb kait risiko gempa megathrust,11,positive
waspada gempa bumi megathrust potensi papua,10,positive
dampak bandung gempa megathrust selatan jawa signifikan kota pantai alami guncang kuat pga gtg gempa rusak bangun infrastruktur tsunami langsung ancam inland risiko longsor terrain,-1,negative
dampak malang gempa selatan jawa signifikan gempa megathrust magnitudo sebab guncang kuat malang potensi rusak bangun kena tsunami langsung posisi darat risiko utama,1,positive
cimahi risiko tsunami lokasi darat pantai risiko gempa zona subduksi patah lokal patah lembang aktif guncang signifikan gempa megathrust,-5,negative
dampak magelang mungkid gempa megathrust pantai selatan jawa guncang mmi vivii wilayah jarak pantai kena tsunami langsung alami rusa bangun tua lemah efek,4,positive
gila kayak ciprat ya tuhan btw gue pikir gempa megathrust nih perintah kayak santuy,9,positive
nankai megathrust rame banget juli ya takut gue lega mei ya momentum,15,positive
dampak malang selatan guncang gempa zona megathrust sunda risiko tsunami minim lokasi datar pantai gempa rusak bangun tsunami siap gempa,3,positive
dampak kota banjar gempa tsunami gantung lokasi darat jarak pantai tinggi meter kurang risiko tsunami langsung banjir area rendah gempa megathrust sebab rusa bangun banjar,8,positive
jawa timur pesisir selatan pacitan trenggalek tulungagung jember malang blitar daerah risiko gempa megathrust tsunami dasar teliti celah seismik selatan jawa,-7,negative
southeastwolf dampak bandung gempa megathrust selatan jawa signifikan riset guncang kuat parah potensi rusak bangun infrastruktur tahan gempa kena tsunami langsung longsor ganggu ekonomi efek,4,positive
dampak bogor gempa megathrust selatan jawa guncang kuat mmi vivii rusak bangun infrastruktur sebab korban pantai bogor aman tsunami rawan longsor medan bukit efek pasti gantung,1,positive
gen sampah apa tabu tabu wajar indonesia kena megathrust remaja sampah entar kena mati tuh,-12,negative
dampak tsunami yogyakarta signifikan risiko gempa megathrust selatan jawa teliti gelombang ratarata meter pantai selatan parangtritis potensi sebab banjir rusa infrastruktur wilayah pesisir rentan,5,positive
grok ai xai kait ingat gempa tsunami jawa barat timur teliti sri widiyantoro scientific reports celah seismik selatan jawa potensi picu gempa megathrust magnitudo,11,positive
tsunami besar ombak capai meter pesisir selatan jawa dasar model gempa megathrust dampak jangkau kilometer darat daerah datar labuh ratu pangandaran rentan zona subduksi,17,positive
iya gresik relatif aman risiko gempa tsunami banding jawa timur selatan lokasi pantai utara rentan megathrust selatan aktivitas seismik siaga ya,5,positive
linajobstreet konteks teliti celah seismik selatan jawa nunjukin potensi gempa megathrust tsunami jawa barat kena tsunami meter jawa timur meter skenario buruk risiko jangka bmkg aku,-2,negative
tsunami megathrust selatan jawa kelapa gading jakarta utara kena langsung lokasi pantai utara zona subduksi lindung gunung jawa data sejarah kayak tsunami nunjukin dampak utama pantai,-3,negative
bogor kena langsung tsunami megathrust pantai jakarta laut hindia tsunami dampak pesisir efek langsung banjir sungai gempa risiko,9,positive
dasar kira ilmuwan jepang komite teliti gempa perintah jepang gempa megathrust nankai angka baru januari estimasi dasar data historis,7,positive
coba grok rangkumin berita potensi gempa megathrust nankai potensi persen ilmuwan perintah jepang,10,positive
sumber baca,3,positive
edan bookmark wkwkwk benar ngarepin jadi ya fyi perintah jepang dekade prediksi by science gempa megathrust potensi tel ribu jiwa tanggal akurat orang gila konspirasi,20,positive
depok kena langsung tsunami megathrust letak pantai jakarta laut hindia tsunami dampak daerah pesisir efek langsung banjir sungai ciliwung,8,positive
tsunami megathrust depok kena ya,1,positive
daerah jatim potensi kena imbas tsunami pesisir selatan pacitan trenggalek tulungagung blitar malang jember banyuwangi dasar riset celah seismik selatan jawa picu gempa megathrust tsunami dampak gantung,-14,negative
lokasi pantai selatan jawa barat jawa timur indonesia pantai pangandaran pantai cimandiri riset seismologi daerah risiko gempa megathrust tsunami potensi tinggi tsunami,10,positive
megathrust hati bny doa,6,positive
potensi gempa megathrust papua bmkg,7,positive
bmkg systemsetiap gunung seluruh dunia hubung gunung letus masalah gunung tanah,-6,negative
negara indah tenang hadap gempa megathrust nankai,12,positive
mengkawatirkan dangkal zona megathrust kuatirnya picu gempa sesuai potensi ya,15,positive
moga waspada,4,positive
akhirakhir berita nankai megathrust ya aichi masuk red zone tau moga jadi,-5,negative
warning megathrust ledak bantenlampungjakarta gulung tsunami,-4,negative
berita resmi ulang kali brin serius ingat lembaga respon,-6,negative
laknat polisi moga cepat himpit tanah megathrust,0,neutral
calico cari tau suuruuh teliti rumah tahan gempa bangun tahan gempa megathrust dikasusin otak hilanf,9,positive
indonesia pas megathrust jadi jarah ormas,0,neutral
megathrust,0,neutral
gua panik megathrust gue kalem jadi jadi we live ring of fire how can you be that chill sir i dont understand,4,positive
nambahin jepang nankai megathrust objek studi intensif institusi teliti nasional tsukuba mampir geological museum designated corner bahas nankai megathrust,10,positive
gempa thailand myanmar gilir indonesia hadap gempa megathrust hindar wisata area lautpantai gempa,12,positive
spill nama polisi buru keluarga bikin ngalamin megathrust warga,5,positive
sedih kondisi indonesia jepang indonesia megathrust anggap hoax jepang orang aware banget no wonder perintah,-9,negative
barusan jalan gerbang masuk salah pantai selatan jawa barat spanduk satpol pp waspada potensi ancam gempa megathrust belah spanduk polri pos aman pantai,-4,negative
gempa selatan jawa capai sr dasar data sejarah gempa prediksi sulit tentu studi zona subduksi sunda rawan gempa megathrust celah seismik perhati bmkg,9,positive
atlantis mitos hilang akibat megathrust skala richternya klaim temu jawa kalimantan dukung sains arus utama indonesia rawan megathrust posisi cincin api pasifik,12,positive
ahli megaquake nankai trough jepang pasti prediksi megathrust sifat zona subduksinya tsunami indonesia dampak dasar,3,positive
gue debat orang lupa teman orang random informasi potensi megathrust rame inti gue bilang teliti asih tau potensi bersikukuh teliti nipu dahulu tuhan,15,positive
ingat megathrust ya dana potong,8,positive
guys kelak banget indonesia kondisi perintah anw lupa imbau bmkg waspada potensi megathrust,9,positive
negara super gagal tinggal bikin megathrust,0,neutral
megathrust indonesia mungkinkarena indonesia minimtrust,0,neutral
mandalay tonga megathrust lets gooooooooo,0,neutral
gempa bumi extreme megathrust indonesia sih aceh yogyakarta solo surabaya bau bau cianjur sumatra barat sukabumi banten bandung bekas jakarta depok bogor part,1,positive
highlight ya tempat ya predikat ya subjek contoh megathrust gempa bumi zona subduksi temu lempeng benua,15,positive
tunggu megathrust selat sunda gempa jakarta,5,positive
orang aware potensi megathrust ya instansi tangan bencana kena efisiensi tambah ruu tni kelar selametin,3,positive
megathrust gempa bumi zona subduksi temu lempeng benua samudra predikat kah,6,positive
lupa indonesia megathrust,1,positive
kalimantan cenderung aman gempa bumi sumber gempa megathrust sunda ya sesar minor sih,10,positive
belah timur ikn ancam potensi tsunami akibat gempa tsunamigenik megathrust sulawesi utara akibat longsor laut sumber gunung laut lepas pesisir timur kalimantan,-2,negative
sekali megathrust wipe out,-1,negative
hati hati gempa megathrust,8,positive
terima kasih tugas doa jaga waspada yhwhmenjagakita,12,positive
indonesia benar hancur sesuai prediksi wowo megathrust gas sih tuju,7,positive
akab gempa dahsyat megathrust,6,positive
megathrust intai anggar bmkg kena efisiensi sisi muncul anggar buzzer bundir entar bunuh rezim,-1,negative
ya allah megathrust kena perintah dzolim,6,positive
efisiensi ngotak gue tinggal rawan banget gempa kena zona megathrust kena zona sesar lembang erti nih negara tanggulang bencana orang warningsms gempa mah kadang info telat,-7,negative
zakat benar embat tggu benar megathrust jadi zalim zalim banget tantang tuhan murka,-13,negative
tuh megathrust kayak eh efisiensi every disaster movie starts with politician ignoring the scientist relate sobbbb wkwkwkwkw,-3,negative
megathrust sesar baribis sesar lembang bareng moga goyang total jakarta,0,neutral
efek gempa dangkal sr myanmar sunda megathrust kuat situ bayang area pulau jawa tanah bangun tua bangun konstruksi asal,8,positive
mekanisme gempa darat myanmar amp turki lempeng geser samping pikir gempa megathrust laut subduksi gempa darat mekanisme lempeng geser samping waspada sesar darat sumatra catat,13,positive
horor myanmar thailand moga indonesia,-4,negative
saran coba ajar seismic gap daerah palung sumatra ya kak teliti potensi megathrust sana ajar mitigasi tsunami moga stay safe,14,positive
adalokasimegathrustdirikepalabmkgkasihperingatankeras,0,neutral
bmkg bilang gempa megathrust ri tunggu zona merah,9,positive
ratarata kuat gempa magnitudo megathrust thailand magnitudo bumi buka mulut,8,positive
bmkg bilang gempa megathrust ri tunggu zona merah,9,positive
bayang megathrust jadi benar jawa,5,positive
lokasi megathrust ri kepala bmkg kasih ingat keras,4,positive
prediksi megathrust manusia lempar ya diri,9,positive
iya kakudah potensi gede temu lempeng sunda n indoaustralia bikin megathrust,7,positive
gempa megathrust,4,positive
indonesia terima datang megathrust nih,-2,negative
hasil gempa mati abadabad pantai barat lepas pantai negara rahkine megathrust sunda lempeng india selam lempeng myanmar hasil peristiwa tsunami gempa bumi gempa bumi dalam,27,positive
anjink indonesia anjink moga anjink kena gempa megathrust sr tel tanah,2,positive
mending siapin mynmr gempa jaga jaga indonesia zona subduksi megathrust,10,positive
benar sesar sagaing namanyaa indonesia kemarin prediksi megathrust sesar lembang ya kurleb gambar kayak sesar sagaing,8,positive
woi gempa megathrust nih mumpung negara ancurnya musnahin manusia jawa,9,positive
gempa megathrust tenggelam duluan tsunami,6,positive
kupas potensi megathrust kesiap indonesia podcast teknik sipil itb episode lengkap itbnews podcast sipil multidisiplin didik transformasiitb itbsolid kampusmerdeka,4,positive
nz nih zona megathrust ya,4,positive
megathrust sih reset all player maintenance,0,neutral
takut azab allah gempa megathrust selatan pesisir pantai daerah jogjakarta akibat kampus biru ugm porak poranda keri lebih dahsyat gempa jogja lalutapi moga,11,positive
negara megathrust anjing,-4,negative
tenang bu megathrust otw,5,positive
megathrust ledak wilayah jakarta gulung tsunami meter,-4,negative
cacar air megathrust,-1,negative
koo gedung kena megathrust sono ngumpet dimanee tuhan lawan loh takut adzab ya,6,positive
bayang gempa megathrust anggota dpr mpr sidang raka semayam abadi jahat,1,positive
ngeriii allah nurunin megathrust allah mustahil tinggal kun fayakun pimpin dzolim binasa tel bumi,17,positive
kiamat mahdahlah senin megathrust kayak biar skalian krakataugedepangramgoselametdienggalunggunglawusemerutambora mletus bareng,-2,negative
waspada gempa megathrust,7,positive
sejarah gempa amp tsunami mati indonesia megathrust ancam nyata,8,positive
istigfar lo nder amit amit deh tau lo omong daerah kena dampak megathrust kayak langsung lo ngedoain bencana,-27,negative
marm tunggu megathrust tenggelam pulau o,1,positive
sabar tunggu gempa megathrust biar reset duduk,11,positive
bayang tibatiba indonesia gempa megathrust,6,positive
