full_text,clean_text,normalisasi_text,tokenize,stopword_removal,steming_data,score,label
8) Kabupaten Kebumen merupakan salah satu zona potensi gempa dan tsunami di Indonesia karena posisinya yang berhadapan langsung dengan zona megathrust selatan Jawa yang memiliki potensi magnitude maksimum M 8 7,kabupaten kebumen merupakan salah satu zona potensi gempa tsunami indonesia karena posisinya yang berhadapan langsung dengan zona megathrust selatan jawa yang memiliki potensi magnitude maksimum,kabupaten kebumen merupakan salah satu zona potensi gempa tsunami indonesia karena posisinya yang berhadapan langsung dengan zona megathrust selatan jawa yang memiliki potensi magnitude maksimum,"['kabupaten', 'kebumen', 'merupakan', 'salah', 'satu', 'zona', 'potensi', 'gempa', 'tsunami', 'indonesia', 'karena', 'posisinya', 'yang', 'berhadapan', 'langsung', 'dengan', 'zona', 'megathrust', 'selatan', 'jawa', 'yang', 'memiliki', 'potensi', 'magnitude', 'maksimum']","['kabupaten', 'kebumen', 'salah', 'zona', 'potensi', 'gempa', 'tsunami', 'indonesia', 'posisinya', 'berhadapan', 'langsung', 'zona', 'megathrust', 'selatan', 'jawa', 'memiliki', 'potensi', 'magnitude', 'maksimum']",kabupaten kebumen salah zona potensi posisi hadap langsung zona selatan milik potensi magnitude maksimum,10,positive
Ada Potensi Tsunami di Cilacap akibat Megathrust BRIN Bikin Pemodelan Simulasi #TempoTekno https://t.co/hIVDRa8hRB,potensi tsunami cilacap akibat megathrust brin bikin pemodelan simulasi tempotekno tcohivdrahrb,potensi tsunami cilacap akibat megathrust brin bikin pemodelan simulasi tempotekno tcohivdrahrb,"['potensi', 'tsunami', 'cilacap', 'akibat', 'megathrust', 'brin', 'bikin', 'pemodelan', 'simulasi', 'tempotekno', 'tcohivdrahrb']","['potensi', 'tsunami', 'cilacap', 'akibat', 'megathrust', 'brin', 'bikin', 'pemodelan', 'simulasi', 'tempotekno', 'tcohivdrahrb']",potensi cilacap akibat brin bikin model simulasi tempotekno tcohivdrahrb,7,positive
mereka kalo nontonlah film 2012 mereka akan sadar dahsyatnya megathrust tsunami akibat jatuhnya bintang berekor atau nibiru dimasa depan dan akan memilih memperbanyak amal karena belum tentu selamat nyawanya,mereka kalo nontonlah film  mereka akan sadar dahsyatnya megathrust tsunami akibat jatuhnya bintang berekor atau nibiru dimasa depan akan memilih memperbanyak amal karena belum tentu selamat nyawanya,mereka kalau nontonlah film mereka akan sadar dahsyatnya megathrust tsunami akibat jatuhnya bintang berekor atau nibiru dimasa depan akan memilih memperbanyak amal karena belum tentu selamat nyawanya,"['mereka', 'kalau', 'nontonlah', 'film', 'mereka', 'akan', 'sadar', 'dahsyatnya', 'megathrust', 'tsunami', 'akibat', 'jatuhnya', 'bintang', 'berekor', 'atau', 'nibiru', 'dimasa', 'depan', 'akan', 'memilih', 'memperbanyak', 'amal', 'karena', 'belum', 'tentu', 'selamat', 'nyawanya']","['nontonlah', 'film', 'sadar', 'dahsyatnya', 'megathrust', 'tsunami', 'akibat', 'jatuhnya', 'bintang', 'berekor', 'nibiru', 'dimasa', 'memilih', 'memperbanyak', 'amal', 'selamat', 'nyawanya']",nontonlah film sadar dahsyat akibat jatuh bintang ekor nibiru masa pilih banyak amal selamat nyawa,13,positive
Kalo aku dihadiahi kapal nao victoria oleh siapapun mereka yang kuselamatkan dari megathrust tsunami yang akan terjadi dimasa depan jujur aku ga bakal nolak,kalo dihadiahi kapal victoria oleh siapapun mereka yang kuselamatkan dari megathrust tsunami yang akan terjadi dimasa depan jujur bakal nolak,kalau dihadiahi kapal victoria oleh siapapun mereka yang kuselamatkan dari megathrust tsunami yang akan terjadi dimasa depan jujur bakal nolak,"['kalau', 'dihadiahi', 'kapal', 'victoria', 'oleh', 'siapapun', 'mereka', 'yang', 'kuselamatkan', 'dari', 'megathrust', 'tsunami', 'yang', 'akan', 'terjadi', 'dimasa', 'depan', 'jujur', 'bakal', 'nolak']","['dihadiahi', 'kapal', 'victoria', 'kuselamatkan', 'megathrust', 'tsunami', 'dimasa', 'jujur', 'nolak']",hadiah kapal victoria selamat masa jujur nolak,10,positive
@AryBandung Gempa Kalimantan scr ilmiah TIDAK AKAN BESAR (&lt;4) krn gempa TERJADI akibat divergen (LEMPENG yg saling menjauh) bkn Karena megathrust. Yg hrs diwaspadai adlh daerah yg mempunyai slope &gt;30° krn batuan dsr Kalimantan terdr selang-seling sand-clay-silt-coal. https://t.co/tstLIxB034,arybandung gempa kalimantan ilmiah tidak akan besar gempa terjadi akibat divergen lempeng saling menjauh karena megathrust diwaspadai adlh daerah mempunyai slope gt batuan kalimantan terdr selangseling sandclaysiltcoal tcotstlixb,arybandung gempa kalimantan ilmiah tidak akan besar gempa terjadi akibat divergen lempeng saling menjauh karena megathrust diwaspadai adalah daerah mempunyai slope begitu batuan kalimantan terdr selangseling sandclaysiltcoal tcotstlixb,"['arybandung', 'gempa', 'kalimantan', 'ilmiah', 'tidak', 'akan', 'besar', 'gempa', 'terjadi', 'akibat', 'divergen', 'lempeng', 'saling', 'menjauh', 'karena', 'megathrust', 'diwaspadai', 'adalah', 'daerah', 'mempunyai', 'slope', 'begitu', 'batuan', 'kalimantan', 'terdr', 'selangseling', 'sandclaysiltcoal', 'tcotstlixb']","['arybandung', 'gempa', 'kalimantan', 'ilmiah', 'gempa', 'akibat', 'divergen', 'lempeng', 'menjauh', 'megathrust', 'diwaspadai', 'daerah', 'slope', 'batuan', 'kalimantan', 'terdr', 'selangseling', 'sandclaysiltcoal', 'tcotstlixb']",arybandung kalimantan ilmiah akibat divergen lempeng jauh waspada daerah slope batu kalimantan terdr selangseling sandclaysiltcoal tcotstlixb,10,positive
@sobaatmissqueen Tapi di selatan selat sunda ada megathrust yang udah tidur lama banget...,sobaatmissqueen tapi selatan selat sunda megathrust yang udah tidur lama banget,sobaatmissqueen tapi selatan selat sunda megathrust yang sudah tidur lama banget,"['sobaatmissqueen', 'tapi', 'selatan', 'selat', 'sunda', 'megathrust', 'yang', 'sudah', 'tidur', 'lama', 'banget']","['sobaatmissqueen', 'selatan', 'selat', 'sunda', 'megathrust', 'tidur', 'banget']",sobaatmissqueen selatan selat sunda tidur banget,4,positive
@sosmedkeras Gempa megathrust,sosmedkeras gempa megathrust,sosmedkeras gempa megathrust,"['sosmedkeras', 'gempa', 'megathrust']","['sosmedkeras', 'gempa', 'megathrust']",sosmedkeras,4,positive
@DeningCarlo Kalo dipagari ga jadi megathrust donk Bli,deningcarlo kalo dipagari jadi megathrust donk,deningcarlo kalau dipagari jadi megathrust dong,"['deningcarlo', 'kalau', 'dipagari', 'jadi', 'megathrust', 'dong']","['deningcarlo', 'dipagari', 'megathrust']",deningcarlo pagar,0,neutral
@infoBMKG sumbernya megathrust utara papua atau sesar aktif? @DaryonoBMKG,infobmkg sumbernya megathrust utara papua atau sesar aktif daryonobmkg,infobmkg sumbernya megathrust utara papua atau sesar aktif daryonobmkg,"['infobmkg', 'sumbernya', 'megathrust', 'utara', 'papua', 'atau', 'sesar', 'aktif', 'daryonobmkg']","['infobmkg', 'sumbernya', 'megathrust', 'utara', 'papua', 'sesar', 'aktif', 'daryonobmkg']",infobmkg sumber utara papua sesar aktif daryonobmkg,2,positive
Orang2 ini salah perhitungan Di selatan jatim sisi timur ini belum pernah ada pelepasan energi di atas 8 di zona megathrust Tapi fokus penelitian di pusatkan di daerah itu2 aja Yang seharusnya jadi concern ya sisi dari malang sampai bali,orang salah perhitungan selatan jatim sisi timur belum pernah pelepasan energi atas zona megathrust tapi fokus penelitian pusatkan daerah itu yang seharusnya jadi concern sisi dari malang sampai bali,orang salah perhitungan selatan jatim sisi timur belum pernah pelepasan energi atas zona megathrust tapi fokus penelitian pusatkan daerah itu yang seharusnya jadi concern sisi dari malang sampai bali,"['orang', 'salah', 'perhitungan', 'selatan', 'jatim', 'sisi', 'timur', 'belum', 'pernah', 'pelepasan', 'energi', 'atas', 'zona', 'megathrust', 'tapi', 'fokus', 'penelitian', 'pusatkan', 'daerah', 'itu', 'yang', 'seharusnya', 'jadi', 'concern', 'sisi', 'dari', 'malang', 'sampai', 'bali']","['orang', 'salah', 'perhitungan', 'selatan', 'jatim', 'sisi', 'timur', 'pelepasan', 'energi', 'zona', 'megathrust', 'fokus', 'penelitian', 'pusatkan', 'daerah', 'concern', 'sisi', 'malang', 'bali']",orang salah hitung selatan jatim sisi timur lepas energi zona fokus teliti pusat daerah concern sisi malang bal,-1,negative
 Latar Belakang Tektonik Gempa Aceh atau Sumatra 1907 merupakan gempa megathrust yang terjadi tepat di zona subduksi terdangkal. Area ini sering ditengarai sebagai zona pembangkit tsunami karena beberapa gempa tsunamigenic seperti 1994 M7.8 M7.7 2006 dan M7.8 2010.,latar belakang tektonik gempa aceh atau sumatra  merupakan gempa megathrust yang terjadi tepat zona subduksi terdangkal area sering ditengarai sebagai zona pembangkit tsunami karena beberapa gempa tsunamigenic seperti   ,latar belakang tektonik gempa aceh atau sumatra merupakan gempa megathrust yang terjadi tepat zona subduksi terdangkal area sering ditengarai sebagai zona pembangkit tsunami karena beberapa gempa tsunamigenic seperti,"['latar', 'belakang', 'tektonik', 'gempa', 'aceh', 'atau', 'sumatra', 'merupakan', 'gempa', 'megathrust', 'yang', 'terjadi', 'tepat', 'zona', 'subduksi', 'terdangkal', 'area', 'sering', 'ditengarai', 'sebagai', 'zona', 'pembangkit', 'tsunami', 'karena', 'beberapa', 'gempa', 'tsunamigenic', 'seperti']","['latar', 'tektonik', 'gempa', 'aceh', 'sumatra', 'gempa', 'megathrust', 'zona', 'subduksi', 'terdangkal', 'area', 'ditengarai', 'zona', 'pembangkit', 'tsunami', 'gempa', 'tsunamigenic']",latar tektonik aceh sumatra zona subduksi dangkal area tengara zona bangkit tsunamigenic,15,positive
@iddo93 @YourBes50592031 @runaskee @mayatiw0el @hamsuryas @iIhamzada Leres ojo ngujo seneng tok ae. Alih-alih putaran duite gedeeee po?? Terus dinormalisasi acara ndlogok iku? Deloken kae winggi mba karnaval e pas horeg sek joget po ora ro mendem ? Wayah wes bengi yo pancet digas Dajar lindhu megathrust gek do meneng ngko!,iddo yourbes runaskee mayatiwel hamsuryas iihamzada leres ngujo seneng alihalih putaran duite gedeeee terus dinormalisasi acara ndlogok deloken winggi karnaval horeg joget mendem wayah bengi pancet digas dajar lindhu megathrust meneng ngko,iddo yourbes runaskee mayatiwel hamsuryas iihamzada leres ngujo senang alihalih putaran duite gedeeee terus dinormalisasi acara ndlogok deloken winggi karnaval horeg joget mendem wayah bengi pancet digas dajar lindhu megathrust meneng ngko,"['iddo', 'yourbes', 'runaskee', 'mayatiwel', 'hamsuryas', 'iihamzada', 'leres', 'ngujo', 'senang', 'alihalih', 'putaran', 'duite', 'gedeeee', 'terus', 'dinormalisasi', 'acara', 'ndlogok', 'deloken', 'winggi', 'karnaval', 'horeg', 'joget', 'mendem', 'wayah', 'bengi', 'pancet', 'digas', 'dajar', 'lindhu', 'megathrust', 'meneng', 'ngko']","['iddo', 'yourbes', 'runaskee', 'mayatiwel', 'hamsuryas', 'iihamzada', 'leres', 'ngujo', 'senang', 'alihalih', 'putaran', 'duite', 'gedeeee', 'dinormalisasi', 'acara', 'ndlogok', 'deloken', 'winggi', 'karnaval', 'horeg', 'joget', 'mendem', 'wayah', 'bengi', 'pancet', 'digas', 'dajar', 'lindhu', 'megathrust', 'meneng', 'ngko']",iddo yourbes runaskee mayatiwel hamsuryas iihamzada les ngujo senang alihalih putar duite gedeeee normalisasi acara ndlogok deloken winggi karnaval horeg joget mendem wayah bengi pancet gas dajar lindhu neng ngko,6,positive
BPBD DIY minta masyarakat tidak panik terkait potensi megathrust https://t.co/7yEfqC0fr6,bpbd minta masyarakat tidak panik terkait potensi megathrust tcoyefqcfr,bpbd meminta masyarakat tidak panik terkait potensi megathrust tcoyefqcfr,"['bpbd', 'meminta', 'masyarakat', 'tidak', 'panik', 'terkait', 'potensi', 'megathrust', 'tcoyefqcfr']","['bpbd', 'masyarakat', 'panik', 'terkait', 'potensi', 'megathrust', 'tcoyefqcfr']",bpbd masyarakat panik kait potensi tcoyefqcfr,0,neutral
Gempa Megathrust Berpotensi Terjadi di Pesisir Selatan Tsunami 22 Meter https://t.co/9VxKD97FKy,gempa megathrust berpotensi terjadi pesisir selatan tsunami meter tcovxkdfky,gempa megathrust berpotensi terjadi pesisir selatan tsunami meter tcovxkdfky,"['gempa', 'megathrust', 'berpotensi', 'terjadi', 'pesisir', 'selatan', 'tsunami', 'meter', 'tcovxkdfky']","['gempa', 'megathrust', 'berpotensi', 'pesisir', 'selatan', 'tsunami', 'meter', 'tcovxkdfky']",potensi pesisir selatan meter tcovxkdfky,7,positive
BMKG: Megathrust di DIY Hanya Potensi Bukan Prediksi #Megathrust #PotensiMegathrustDIY #BMKGDIY https://t.co/ynu7AJwLqY,bmkg megathrust hanya potensi bukan prediksi megathrust potensimegathrustdiy bmkgdiy tcoynuajwlqy,bmkg megathrust hanya potensi bukan prediksi megathrust potensimegathrustdiy bmkgdiy tcoynuajwlqy,"['bmkg', 'megathrust', 'hanya', 'potensi', 'bukan', 'prediksi', 'megathrust', 'potensimegathrustdiy', 'bmkgdiy', 'tcoynuajwlqy']","['bmkg', 'megathrust', 'potensi', 'prediksi', 'megathrust', 'potensimegathrustdiy', 'bmkgdiy', 'tcoynuajwlqy']",bmkg potensi prediksi potensimegathrustdiy bmkgdiy tcoynuajwlqy,6,positive
Gempa megathrust di selatan DIY dengan kekuatan mencapai magnitudo 8 7 dan berpotensi tsunami disebut hanya potensi bukan merupakan prediksi. #publisherstory #pandanganjogja https://t.co/uJN71j0trX,gempa megathrust selatan dengan kekuatan mencapai magnitudo berpotensi tsunami disebut hanya potensi bukan merupakan prediksi publisherstory pandanganjogja tcoujnjtrx,gempa megathrust selatan dengan kekuatan mencapai magnitudo berpotensi tsunami disebut hanya potensi bukan merupakan prediksi publisherstory pandanganjogja tcoujnjtrx,"['gempa', 'megathrust', 'selatan', 'dengan', 'kekuatan', 'mencapai', 'magnitudo', 'berpotensi', 'tsunami', 'disebut', 'hanya', 'potensi', 'bukan', 'merupakan', 'prediksi', 'publisherstory', 'pandanganjogja', 'tcoujnjtrx']","['gempa', 'megathrust', 'selatan', 'kekuatan', 'mencapai', 'magnitudo', 'berpotensi', 'tsunami', 'potensi', 'prediksi', 'publisherstory', 'pandanganjogja', 'tcoujnjtrx']",selatan kuat capai magnitudo potensi potensi prediksi publisherstory pandanganjogja tcoujnjtrx,19,positive
Gempa Samudra Hindia Selatan Banten M5 7 kedalaman 50 km tadi siang tjd akibat deformasi batuan dlm slab Lempeng Indo-Australia (intraslab) yg tersubduksi ke bawah Lempeng Eurasia. Pic Ini bukti bahwa gempa tidak berpusat di megathrust tetapi di dlm lempeng indo-Autralia. https://t.co/3Nhxr1TzsM,gempa samudra hindia selatan banten kedalaman tadi siang akibat deformasi batuan slab lempeng indoaustralia intraslab tersubduksi bawah lempeng eurasia bukti bahwa gempa tidak berpusat megathrust tetapi lempeng indoautralia tconhxrtzsm,gempa samudra hindia selatan banten kedalaman tadi siang akibat deformasi batuan slab lempeng indoaustralia intraslab tersubduksi bawah lempeng eurasia bukti bahwa gempa tidak berpusat megathrust tetapi lempeng indoautralia tconhxrtzsm,"['gempa', 'samudra', 'hindia', 'selatan', 'banten', 'kedalaman', 'tadi', 'siang', 'akibat', 'deformasi', 'batuan', 'slab', 'lempeng', 'indoaustralia', 'intraslab', 'tersubduksi', 'bawah', 'lempeng', 'eurasia', 'bukti', 'bahwa', 'gempa', 'tidak', 'berpusat', 'megathrust', 'tetapi', 'lempeng', 'indoautralia', 'tconhxrtzsm']","['gempa', 'samudra', 'hindia', 'selatan', 'banten', 'kedalaman', 'siang', 'akibat', 'deformasi', 'batuan', 'slab', 'lempeng', 'indoaustralia', 'intraslab', 'tersubduksi', 'lempeng', 'eurasia', 'bukti', 'gempa', 'berpusat', 'megathrust', 'lempeng', 'indoautralia', 'tconhxrtzsm']",samudra hindia selatan banten dalam siang akibat deformasi batu slab lempeng indoaustralia intraslab tersubduksi lempeng eurasia bukti pusat lempeng indoautralia tconhxrtzsm,14,positive
BMKG Sebut Gempa dan Tsunami 20 M Bukan Hanya di Selatan Jawa Potensi gempa magnitudo (M) 9 1 yang dapat memicu tsunami hingga 20 meter yang dimodelkan oleh ahli ITB tersebut menurut Rahmat adalah skenario terburuk dari zona gempa megathrust. https://t.co/7dMMvgNgEy https://t.co/IXAQpytI4h,bmkg sebut gempa tsunami bukan hanya selatan jawa potensi gempa magnitudo yang dapat memicu tsunami hingga meter yang dimodelkan oleh ahli tersebut menurut rahmat adalah skenario terburuk dari zona gempa megathrust tcodmmvgngey tcoixaqpytih,bmkg sebut gempa tsunami bukan hanya selatan jawa potensi gempa magnitudo yang dapat memicu tsunami hingga meter yang dimodelkan oleh ahli tersebut menurut rahmat adalah skenario terburuk dari zona gempa megathrust tcodmmvgngey tcoixaqpytih,"['bmkg', 'sebut', 'gempa', 'tsunami', 'bukan', 'hanya', 'selatan', 'jawa', 'potensi', 'gempa', 'magnitudo', 'yang', 'dapat', 'memicu', 'tsunami', 'hingga', 'meter', 'yang', 'dimodelkan', 'oleh', 'ahli', 'tersebut', 'menurut', 'rahmat', 'adalah', 'skenario', 'terburuk', 'dari', 'zona', 'gempa', 'megathrust', 'tcodmmvgngey', 'tcoixaqpytih']","['bmkg', 'gempa', 'tsunami', 'selatan', 'jawa', 'potensi', 'gempa', 'magnitudo', 'memicu', 'tsunami', 'meter', 'dimodelkan', 'ahli', 'rahmat', 'skenario', 'terburuk', 'zona', 'gempa', 'megathrust', 'tcodmmvgngey', 'tcoixaqpytih']",bmkg selatan potensi magnitudo picu meter model ahli rahmat skenario buruk zona tcodmmvgngey tcoixaqpytih,10,positive
Bandung banten dan Sukabumi itu rawan Gempa bumi megathrust,bandung banten sukabumi rawan gempa bumi megathrust,bandung banten sukabumi rawan gempa bumi megathrust,"['bandung', 'banten', 'sukabumi', 'rawan', 'gempa', 'bumi', 'megathrust']","['bandung', 'banten', 'sukabumi', 'rawan', 'gempa', 'bumi', 'megathrust']",bandung banten sukabumi rawan bumi,-2,negative
Belasan megathrust terdeteksi mengepung Indonesia. Zona patahan yang menyimpan kekuatan besar itu diprediksi bisa 'pecah' secara berulang dengan jeda mencapai ratusan tahun. https://t.co/vsAzde2huN #Infografis #CNNIndonesia https://t.co/bjeZiw4ZCJ,belasan megathrust terdeteksi mengepung indonesia zona patahan yang menyimpan kekuatan besar diprediksi bisa pecah secara berulang dengan jeda mencapai ratusan tahun tcovsazdehun infografis cnnindonesia tcobjeziwzcj,belasan megathrust terdeteksi mengepung indonesia zona patahan yang menyimpan kekuatan besar diprediksi bisa pecah secara berulang dengan jeda mencapai ratusan tahun tcovsazdehun infografis cnnindonesia tcobjeziwzcj,"['belasan', 'megathrust', 'terdeteksi', 'mengepung', 'indonesia', 'zona', 'patahan', 'yang', 'menyimpan', 'kekuatan', 'besar', 'diprediksi', 'bisa', 'pecah', 'secara', 'berulang', 'dengan', 'jeda', 'mencapai', 'ratusan', 'tahun', 'tcovsazdehun', 'infografis', 'cnnindonesia', 'tcobjeziwzcj']","['belasan', 'megathrust', 'terdeteksi', 'mengepung', 'indonesia', 'zona', 'patahan', 'menyimpan', 'kekuatan', 'diprediksi', 'pecah', 'berulang', 'jeda', 'mencapai', 'ratusan', 'tcovsazdehun', 'infografis', 'cnnindonesia', 'tcobjeziwzcj']",bas deteksi kepung zona patah simpan kuat prediksi pecah ulang jeda capai ratus tcovsazdehun infografis cnnindonesia tcobjeziwzcj,2,positive
Belasan Megathrust Kepung Indonesia Bisa Picu Gempa dan Tsunami https://t.co/mEjUJRdp38 #WaspadaGempaDanTsunami 🇮🇩,belasan megathrust kepung indonesia bisa picu gempa tsunami tcomejujrdp waspadagempadantsunami,belasan megathrust kepung indonesia bisa picu gempa tsunami tcomejujrdp waspadagempadantsunami,"['belasan', 'megathrust', 'kepung', 'indonesia', 'bisa', 'picu', 'gempa', 'tsunami', 'tcomejujrdp', 'waspadagempadantsunami']","['belasan', 'megathrust', 'kepung', 'indonesia', 'picu', 'gempa', 'tsunami', 'tcomejujrdp', 'waspadagempadantsunami']",bas kepung picu tcomejujrdp waspadagempadantsunami,4,positive
Berdoa dan berjaga2 serta paling utama adalah Bertobat kepada Tuhan Yesus Bila kita percaya kepada Tuhan Yesus apapun malapetaka akan dilindungi oleh Tuhan sedangkan org yg tdk percaya kepada Tuhan Yesus akan kena malapetaka tsb. https://t.co/C5gULxsJHU,berdoa berjaga serta paling utama adalah bertobat kepada tuhan yesus bila kita percaya kepada tuhan yesus apapun malapetaka akan dilindungi oleh tuhan sedangkan percaya kepada tuhan yesus akan kena malapetaka tcocgulxsjhu,berdoa berjaga serta paling utama adalah bertobat kepada tuhan yesus bila kita percaya kepada tuhan yesus apapun malapetaka akan dilindungi oleh tuhan sedangkan percaya kepada tuhan yesus akan kena malapetaka tcocgulxsjhu,"['berdoa', 'berjaga', 'serta', 'paling', 'utama', 'adalah', 'bertobat', 'kepada', 'tuhan', 'yesus', 'bila', 'kita', 'percaya', 'kepada', 'tuhan', 'yesus', 'apapun', 'malapetaka', 'akan', 'dilindungi', 'oleh', 'tuhan', 'sedangkan', 'percaya', 'kepada', 'tuhan', 'yesus', 'akan', 'kena', 'malapetaka', 'tcocgulxsjhu']","['berdoa', 'berjaga', 'utama', 'bertobat', 'tuhan', 'yesus', 'percaya', 'tuhan', 'yesus', 'apapun', 'malapetaka', 'dilindungi', 'tuhan', 'percaya', 'tuhan', 'yesus', 'kena', 'malapetaka', 'tcocgulxsjhu']",doa jaga utama tobat tuhan yesus percaya tuhan yesus apa malapetaka lindung tuhan percaya tuhan yesus kena malapetaka tcocgulxsjhu,8,positive
