Review text,teks_bersih
transaksi aman dan lancar mantap,transaksi aman lancar mantap
bagus banget aplikasi nya,bagus banget aplikasi
"hati2 dalam menggunakan dan menyimpan dana di gopay. sistemnya memungkinkan pembayaran aplikasi tanpa perlu konfirmasi otp ataupun pin. untuk pelaporan pun sulit, akan diharapkan melapor ke google. padahal aplikasinya tidak ada di google. setelah mendapat jawaban dari google laporan pun akan dibiarkan tanpa penyelesaian.",hati2 dalam menggunakan menyimpan dana gopay sistemnya memungkinkan pembayaran aplikasi tanpa perlu konfirmasi ataupun untuk pelaporan sulit akan diharapkan melapor google padahal aplikasinya tidak google setelah mendapat jawaban dari google laporan akan dibiarkan tanpa penyelesaian
"sangat bagus,cepat dan lancar tanpa ngangguan...✌✌",sangat baguscepat lancar tanpa ngangguan
"semua sudah bagus tpi saran untuk klo mau adain rekap tahunan, itu harus sertakan smua transaksi dalam 1 tahun itu, jangan cuma diksih tau beli internet nya doang itu pun di 1 bulan doang, sisanya malah diksih soal jawab😅",semua sudah bagus saran untuk adain rekap tahunan harus sertakan smua transaksi dalam tahun jangan cuma diksih beli internet doang bulan doang sisanya malah diksih soal jawab
mantapp gopay dapat selalu dipercaya,mantapp gopay dapat selalu dipercaya
sangat Baik,sangat Baik
"akun gopay saya rusak tidak bisa transaksi, gopay coins yang saya dapat dari gopay pet pun nggak masuk ke akun saya,saya sudah laporkan kan berkali kali.tapi akun saya tidak ada perubahan 👎👎👎👎👎👎👎👎👎👎👎👎👎👎",akun gopay saya rusak tidak bisa transaksi gopay coins yang saya dapat dari gopay nggak masuk akun sayasaya sudah laporkan berkali kalitapi akun saya tidak perubahan
saya kasih bintang 5 tapi gopay later aktif kan dong,saya kasih bintang tapi gopay later aktif dong
kereeen...,kereeen
memudahkan segala urusan finansial,memudahkan segala urusan finansial
sip 👍 itu aja,
tertarik,tertarik
vermuk untuk gopay pinjam kenapa selalu gagal apalagi yg harus saya upayakan tolong di perbaiki lagi aplikasinya,vermuk untuk gopay pinjam kenapa selalu gagal apalagi harus saya upayakan tolong perbaiki lagi aplikasinya
kereeeennnn,kereeeennnn
sangat puas mudah dan nyaman,sangat puas mudah nyaman
"bagus banget,walau utk pinjam an tidak di acc 😁",bagus bangetwalau pinjam tidak
apk kerennnn,kerennnn
"Alhamdulillah, layanan lancar",Alhamdulillah layanan lancar
Dikasih bintang 4 bukan berarti penilaian nya jelek ini baru di coba pakai gopay kalo bagus ntr di kasih bintang penuh deh,Dikasih bintang bukan berarti penilaian jelek baru coba pakai gopay kalo bagus kasih bintang penuh
bagus praktis dan juga mudah,bagus praktis juga mudah
"aplikasi lain di libur nataru masih sanggup menyelesaikan transaksi tanpa pending, lah ini masih ada perpendingan. kok kalah sama kompetitor? padahal kompetitor juga banyak usernya. udah kirim uang malah pending, mana pemberitahuan keterlambatan baru ada pas udah gagal terkirim. tau gitu gak pakai ni aplikasi jelek.",aplikasi lain libur nataru masih sanggup menyelesaikan transaksi tanpa pending masih perpendingan kalah sama kompetitor padahal kompetitor juga banyak usernya udah kirim uang malah pending mana pemberitahuan keterlambatan baru udah gagal terkirim gitu pakai aplikasi jelek
"mines untuk ganti nomor yang hilang,malah di persulit ini malah di puter puter saldo lagi saldo lagi,tau sudah hilang sama handphone handphone nya di bahas lagi ada verifikasi wajah sama KTP,buat apa coba pakai DANA TINGGAL VERIFIKASI ALIH KAN AKUN LAMA KE YANG BARU MUDAH DAN TIDAK SULIT UNTUK GOPAY MALAH MUTER MUTER NOMOR HILANG HARUS GIMANA COBA RESPON JUGA KURANG",mines untuk ganti nomor yang hilangmalah persulit malah puter puter saldo lagi saldo lagitau sudah hilang sama handphone handphone bahas lagi verifikasi wajah sama KTPbuat coba pakai DANA TINGGAL VERIFIKASI ALIH AKUN LAMA YANG BARU MUDAH TIDAK SULIT UNTUK GOPAY MALAH MUTER MUTER NOMOR HILANG HARUS GIMANA COBA RESPON JUGA KURANG
"saya transfer ko gak nyampe nyampe ke bank tujuan, kenapa yah?",saya transfer nyampe nyampe bank tujuan kenapa
gopay kenapa ya suka tbtb ganggu lagi transfer ada notif gangguan teknis padahal udh masuk pin terus saldonya udh kepotong notifnya belakangan bikin org jd transfer double tau ga kalau gtu caranya,gopay kenapa suka tbtb ganggu lagi transfer notif gangguan teknis padahal masuk terus saldonya kepotong notifnya belakangan bikin transfer double kalau caranya
cukup bagus,cukup bagus
"udh bayar hutang sekaligus biar lunas terus minjem lagi gk dikasih, awas hati-hati wkwkwkwk",bayar hutang sekaligus biar lunas terus minjem lagi dikasih awas hatihati wkwkwkwk
"beli pulsa tapi nungguin dari semalam gak ada yg masuk, penyelesaian masalahnya juga gak ada yg bisa di pahami, cuman disuruh sabar dan di mengerti, sampai kapan saya nunggu. buruk banget nih apk",beli pulsa tapi nungguin dari semalam masuk penyelesaian masalahnya juga bisa pahami cuman disuruh sabar mengerti sampai kapan saya nunggu buruk banget
kenapa pinjaman habis 2 kali di setujui ke 3kali suda di tolak ane,kenapa pinjaman habis kali setujui 3kali suda tolak
pendapat yg terpercaya,pendapat terpercaya
aplikasi bagus cepat bermanfaat,aplikasi bagus cepat bermanfaat
bagus dan sangat membantu,bagus sangat membantu
GG BETOLLLL SUKAKKK KEBANTU BGT BUAT NGITUNG SPLIT BILL SAMA TEMENN 💗💗💗,BETOLLLL SUKAKKK KEBANTU BUAT NGITUNG SPLIT BILL SAMA TEMENN
surantab,surantab
bagus buat top up diamond ff sama robux buat main fish it,bagus buat diamond sama robux buat main fish
"baru pertama menggunakan app imi,semoga aman² saja saldonya",baru pertama menggunakan imisemoga aman² saja saldonya
"gopaylater tidak dapat digunakan alasan ya ada tagihan yang belum dibayar,padahal gopaylaternya gak pernah dipake apalah gak jelas banget gopay",gopaylater tidak dapat digunakan alasan tagihan yang belum dibayarpadahal gopaylaternya pernah dipake apalah jelas banget gopay
"bagus aku suka apk gopay,,,",bagus suka gopay
"kenapa skrg tdk bisa di TF langsung dr bank manapun,lewat alfamart dan indomaret pun tdk bisa..kenapa gopay makin kesini makin hancur.makin jelek..apa lg setiap transaksi selalu gagal,nyesal sy perbarui aplikasix..padahal minggu lalu baik"" sj..tdk lama banyak yg hapus aplikasi ini..parah",kenapa skrg bisa langsung bank manapunlewat alfamart indomaret bisakenapa gopay makin kesini makin hancurmakin jelekapa setiap transaksi selalu gagalnyesal perbarui aplikasixpadahal minggu lalu baik sjtdk lama banyak hapus aplikasi iniparah
"Aplikasi Gopay sangat membantu saya dalam membeli barang* fitur"" nya sangat baik dan mudah di pahami",Aplikasi Gopay sangat membantu saya dalam membeli barang fitur sangat baik mudah pahami
aplikasi penipuuu udahlah katanya dapat cashback 16rb ternyata GK masuk setelah aku coba pake voucher nya pas bisa 1 malah muter muter GK jelas GK niat bnget buat berbagi ngntddddd laj,aplikasi penipuuu udahlah katanya dapat cashback 16rb ternyata masuk setelah coba pake voucher bisa malah muter muter jelas niat bnget buat berbagi ngntddddd
bgs.,
"saya selalu tidak bisa memakai voucher, dibilang nya ""kuota voucher sudah habis"" padahal masih jam 16:00 (sesuai persyaratan itu 15:00, 15:30, 16:00, saya sudah mencoba dari 3 waktu itu dan gagal semua padahl sudah tepat waktu dan sinyal saya bagus, dan saya mencoba lagi pada 17:00, berhasil terpakai, harga 1rp, tetapi ketika saya pencet lanjut, loading nya sangat lama sekali sampai², dan lalu bilang nya error, dan akhirnya tidak bisa di pakai karna sudah 17:01, buang² waktu saja",saya selalu tidak bisa memakai voucher dibilang kuota voucher sudah habis padahal masih 1600 sesuai persyaratan 1500 1530 1600 saya sudah mencoba dari waktu gagal semua padahl sudah tepat waktu sinyal saya bagus saya mencoba lagi pada 1700 berhasil terpakai harga tetapi ketika saya pencet lanjut loading sangat lama sekali sampai² lalu bilang error akhirnya tidak bisa pakai karna sudah 1701 buang² waktu saja
yeu nyusahin,nyusahin
pelayanan maksimal,pelayanan maksimal
bagus sekali gopay,bagus sekali gopay
"aku beri bintang 5 klw bagus aku pertahankan,tapi klw jelek aku hapus appsnya",beri bintang bagus pertahankantapi jelek hapus appsnya
iklan didrma cina,iklan didrma cina
bagus apk ini,bagus
🤩🤩,
"aplikasi sudah bagus, tapi sangat merugikan saya dompet tiba"" terkunci, saldo dibekukan.sudah berbagai cara dilakukan tetap saja gak ada yang membantu mengatasi masalah. suruh telpon cs yang ada tambah rugi buang buang waktu dan pulsa, suruh via email juga sama cuma jawaban yang gak membantu... saya sangat dirugikan balikin uang saya.perbaiki bug dan bantu customer dengan baik..masalah saya belum selesai sampai 5 bulan ini..bukakan saldo saya yang dibekukan...jangan cuma hanya muter"" gak jelas",aplikasi sudah bagus tapi sangat merugikan saya dompet tiba terkunci saldo dibekukansudah berbagai cara dilakukan tetap saja yang membantu mengatasi masalah suruh telpon yang tambah rugi buang buang waktu pulsa suruh email juga sama cuma jawaban yang membantu saya sangat dirugikan balikin uang sayaperbaiki bantu customer dengan baikmasalah saya belum selesai sampai bulan inibukakan saldo saya yang dibekukanjangan cuma hanya muter jelas
berguna bnget,berguna bnget
transaksi cepat dan nyaman,transaksi cepat nyaman
enak dan praktis,enak praktis
Tidak bisa di gunakan untuk transaksi!!,Tidak bisa gunakan untuk transaksi
insyaallah amanah,insyaallah amanah
"ewallet sangat rekomend,bagus apk nya,banyak fitur yg membantu kemudahan transaksi,dan sistemnya berjalan dg baik,TPI di akun saya kok fitur gopay leter belum muncul,itu saja selebihnya bagus.",ewallet sangat rekomendbagus nyabanyak fitur membantu kemudahan transaksidan sistemnya berjalan baikTPI akun saya fitur gopay leter belum munculitu saja selebihnya bagus
"aplikasinya bagus untuk top up, dan transfer, transfernya juga cepat, keren",aplikasinya bagus untuk transfer transfernya juga cepat keren
betar dlu aku kish bitang 1 dlu,betar kish bitang
Good Gopay,Good Gopay
sat set tanpa ribet deh,tanpa ribet
sangat baik dalam mengatasi transaksi,sangat baik dalam mengatasi transaksi
min gimana caranya beli paket data tanpa harus ada tulisan erorr,gimana caranya beli paket data tanpa harus tulisan erorr
terbaik selalu,terbaik selalu
sangat membantu mengatasi solusi cepat dalam pencairan dan tidak ribet dalam proses pembayarannya makasih gopay,sangat membantu mengatasi solusi cepat dalam pencairan tidak ribet dalam proses pembayarannya makasih gopay
Sangat membantu ku Terimakasih gopay,Sangat membantu Terimakasih gopay
aplikasinyabagus membayar dgn aman tanpa ribet,aplikasinyabagus membayar aman tanpa ribet
Sangat Sangat Membantu Dan Bagus 👍,Sangat Sangat Membantu Bagus
aplikasi nya sangat bagus,aplikasi sangat bagus
apk keren,keren
pake gopay lebih mudah tidak usah pake ktp atau apapun itu,pake gopay lebih mudah tidak usah pake atau apapun
keren dan banyak untungnya,keren banyak untungnya
gopay premium saya kembali ke gopay reguler saldo saya hilang gimana ini minnn tolong kejelasan nya,gopay premium saya kembali gopay reguler saldo saya hilang gimana minnn tolong kejelasan
aplikasi bagus dan aman,aplikasi bagus aman
luar biasa jd gak kemana mana selama aplikasi ini ada transaksi murah,luar biasa kemana mana selama aplikasi transaksi murah
dgn adanya Go pay hidup menjadi indah dan lancar,adanya hidup menjadi indah lancar
gojek adalah perusahaan tersadis dalam memberikan punishment kepada mitranya...padahal gojek tidak memberikan gaji dan hanya mengambil keuntungan dari mitra driver,gojek adalah perusahaan tersadis dalam memberikan punishment kepada mitranyapadahal gojek tidak memberikan gaji hanya mengambil keuntungan dari mitra driver
gopay ada cs email nya gak ya? ada kendala di gopay saya,gopay email kendala gopay saya
bisa top up ff sama ml nihhh,bisa sama nihhh
gift arena sampah,gift arena sampah
okehh,okehh
nice one,nice
sering bertransaksi tapi tidak dapat limit,sering bertransaksi tapi tidak dapat limit
"Balikin uang saya yg Gopay korup. Mentang2 punya nama seenaknya makanin duit orang. Saya tdk ada melakukan transaksi pada tgl 25 Des 2025 Jam 14.32 WITA, tetapi otomatis dari Gopaynya langsung. Gk ush nanggung2 kalo korupsi sekalian aja nominalnya yg gede2 juga. Emang gk ada yg aman kalo udh terkait uang di Indonesia.",Balikin uang saya Gopay korup Mentang2 punya nama seenaknya makanin duit orang Saya melakukan transaksi pada 2025 1432 WITA tetapi otomatis dari Gopaynya langsung nanggung2 kalo korupsi sekalian nominalnya gede2 juga Emang aman kalo terkait uang Indonesia
"sukaaaaa,,,, banyakk promo nyaaa",sukaaaaa banyakk promo nyaaa
pelayanannya cepat,pelayanannya cepat
InsyaAllah aman☺,InsyaAllah aman
mantap min 👍,mantap
"gopay gaamees gak jelas bisa bisanya error pas saya udah isi saldo gopaynya, bintang 1. kalau ada bintang 0 sudah saya kasih bintang 0, aplikasi gajelass",gopay gaamees jelas bisa bisanya error saya udah saldo gopaynya bintang kalau bintang sudah saya kasih bintang aplikasi gajelass
aplikasi bagus banget,aplikasi bagus banget
aplikasine apik,aplikasine apik
"maaf aplikasinya saya uninstal,percuma g ada gunanya",maaf aplikasinya saya uninstalpercuma gunanya
"aplikasi gopay ini sangat bagus, dan kalo saya top up harganya lebih murah dan terpercaya",aplikasi gopay sangat bagus kalo saya harganya lebih murah terpercaya
baru pertama pakek puas deh,baru pertama pakek puas
"bismillah bintang 5 semoga ada saldo gratis, hehh",bismillah bintang semoga saldo gratis hehh
siiip,siiip
ini knpa kok top up gk masuk. udah dari semalam...,knpa masuk udah dari semalam
"ga jelas bet taik, saya udah makai code promo tetapi tidak bisa di bayar di karenakan kesalahan setelah itu saya suruh menunggu ternyata tetap tidak bisa alhasil promonya hilang sangat merugikan dan tidak ada kompensasi👎",jelas taik saya udah makai code promo tetapi tidak bisa bayar karenakan kesalahan setelah saya suruh menunggu ternyata tetap tidak bisa alhasil promonya hilang sangat merugikan tidak kompensasi
Gini amat,Gini amat
Aplikasi Gopay ini bagus memudahkan dalam melakukan transaksi online,Aplikasi Gopay bagus memudahkan dalam melakukan transaksi online
"mantap, cepat , dan aman",mantap cepat aman
duit hilang hampir 1 juta,duit hilang hampir juta
"cepat, bagus",cepat bagus
proses cepat anti lemot dan sangat membantu,proses cepat anti lemot sangat membantu
mntappp,mntappp
walaupun Boru coba kasih bintang 5,walaupun Boru coba kasih bintang
ok recommended banget,recommended banget
"saya suka aplikasi ini,,penggunaan mudah,transfer,tari tunai mudah sekali tanpa ribet,sukses selalu",saya suka aplikasi inipenggunaan mudahtransfertari tunai mudah sekali tanpa ribetsukses selalu
"Sempet mau jadiin gopay sebagai satu2 nya ewalet yg dipakai sehari2, tapi hampir 2bulan ini jarang dipake, males sudah mencoba aktifkan gopay paylater/ gopay pinjam nya gagal trus, padahal siapa tau bermanfaat kalau ada kebutuhan mendadak.. Tapi gak apa2 ditolak disini, diaplikasi sebelah sekali daftar dikasih limit, meskipun tidak banyak tapi nge bantu banget disaat keadaan darurat..",Sempet jadiin gopay sebagai satu2 ewalet dipakai sehari2 tapi hampir 2bulan jarang dipake males sudah mencoba aktifkan gopay paylater gopay pinjam gagal trus padahal siapa bermanfaat kalau kebutuhan mendadak Tapi apa2 ditolak disini diaplikasi sebelah sekali daftar dikasih limit meskipun tidak banyak tapi bantu banget disaat keadaan darurat
hp tereset otomatis data gopay hilang kebetulaan wa dan nomer hp yg terdaftar di gopay semua hilang mau masuk lagi sudah tidak bisa karena minta kode dan email sepertinya blm saya kaitkan mohon pencerahannya gopay,tereset otomatis data gopay hilang kebetulaan nomer terdaftar gopay semua hilang masuk lagi sudah tidak bisa karena minta kode email sepertinya saya kaitkan mohon pencerahannya gopay
mantabz,mantabz
coba aja,coba
punya Gopay pinjam belanja lebih murah puas banget saya suka selalu dapat voucher mskih,punya Gopay pinjam belanja lebih murah puas banget saya suka selalu dapat voucher mskih
"programnya menarik, banyak pilihan dan semoga tingkat keamanannya mumpuni.",programnya menarik banyak pilihan semoga tingkat keamanannya mumpuni
aplikasi ini sangat bagus aku suka banget,aplikasi sangat bagus suka banget
Istirahatnya terlalu lama,Istirahatnya terlalu lama
simpel gampang enak,simpel gampang enak
"saya suka apk gopay inii,sangat membantu transaksi lebih cepat,promo diamond dalam game,pokoknya the best 💯",saya suka gopay iniisangat membantu transaksi lebih cepatpromo diamond dalam gamepokoknya best
