Review text,clean_text,normalisasi_text,tokenize,stopword_removal,steming_data
terbaik selalu,terbaik selalu,terbaik selalu,"['terbaik', 'selalu']",['terbaik'],baik
sangat membantu mengatasi solusi cepat dalam pencairan dan tidak ribet dalam proses pembayarannya makasih gopay,sangat membantu mengatasi solusi cepat dalam pencairan tidak ribet dalam proses pembayarannya makasih gopay,sangat membantu mengatasi solusi cepat dalam pencairan tidak ribet dalam proses pembayarannya terima kasih gopay,"['sangat', 'membantu', 'mengatasi', 'solusi', 'cepat', 'dalam', 'pencairan', 'tidak', 'ribet', 'dalam', 'proses', 'pembayarannya', 'terima', 'kasih', 'gopay']","['membantu', 'mengatasi', 'solusi', 'cepat', 'pencairan', 'ribet', 'proses', 'pembayarannya', 'terima', 'kasih', 'gopay']",bantu atas solusi cepat cair ribet proses bayar terima kasih gopay
Sangat membantu ku Terimakasih gopay,sangat membantu terimakasih gopay,sangat membantu terimakasih gopay,"['sangat', 'membantu', 'terimakasih', 'gopay']","['membantu', 'terimakasih', 'gopay']",bantu terimakasih gopay
aplikasinyabagus membayar dgn aman tanpa ribet,aplikasinyabagus membayar aman tanpa ribet,aplikasinyabagus membayar aman tanpa ribet,"['aplikasinyabagus', 'membayar', 'aman', 'tanpa', 'ribet']","['aplikasinyabagus', 'membayar', 'aman', 'ribet']",aplikasinyabagus bayar aman ribet
Sangat Sangat Membantu Dan Bagus 👍,sangat sangat membantu bagus,sangat sangat membantu bagus,"['sangat', 'sangat', 'membantu', 'bagus']","['membantu', 'bagus']",bantu bagus
aplikasi nya sangat bagus,aplikasi sangat bagus,aplikasi sangat bagus,"['aplikasi', 'sangat', 'bagus']","['aplikasi', 'bagus']",aplikasi bagus
apk keren,keren,keren,['keren'],['keren'],keren
pake gopay lebih mudah tidak usah pake ktp atau apapun itu,pake gopay lebih mudah tidak usah pake atau apapun,pakai gopay lebih mudah tidak usah pakai atau apapun,"['pakai', 'gopay', 'lebih', 'mudah', 'tidak', 'usah', 'pakai', 'atau', 'apapun']","['pakai', 'gopay', 'mudah', 'pakai', 'apapun']",pakai gopay mudah pakai apa
keren dan banyak untungnya,keren banyak untungnya,keren banyak untungnya,"['keren', 'banyak', 'untungnya']","['keren', 'untungnya']",keren untung
gopay premium saya kembali ke gopay reguler saldo saya hilang gimana ini minnn tolong kejelasan nya,gopay premium saya kembali gopay reguler saldo saya hilang gimana minnn tolong kejelasan,gopay premium saya kembali gopay reguler saldo saya hilang bagaimana minnn tolong kejelasan,"['gopay', 'premium', 'saya', 'kembali', 'gopay', 'reguler', 'saldo', 'saya', 'hilang', 'bagaimana', 'minnn', 'tolong', 'kejelasan']","['gopay', 'premium', 'gopay', 'reguler', 'saldo', 'hilang', 'minnn', 'tolong', 'kejelasan']",gopay premium gopay reguler saldo hilang minnn tolong jelas
aplikasi bagus dan aman,aplikasi bagus aman,aplikasi bagus aman,"['aplikasi', 'bagus', 'aman']","['aplikasi', 'bagus', 'aman']",aplikasi bagus aman
luar biasa jd gak kemana mana selama aplikasi ini ada transaksi murah,luar biasa kemana mana selama aplikasi transaksi murah,luar biasa kemana mana selama aplikasi transaksi murah,"['luar', 'biasa', 'kemana', 'mana', 'selama', 'aplikasi', 'transaksi', 'murah']","['kemana', 'aplikasi', 'transaksi', 'murah']",mana aplikasi transaksi murah
dgn adanya Go pay hidup menjadi indah dan lancar,adanya hidup menjadi indah lancar,adanya hidup menjadi indah lancar,"['adanya', 'hidup', 'menjadi', 'indah', 'lancar']","['hidup', 'indah', 'lancar']",hidup indah lancar
gojek adalah perusahaan tersadis dalam memberikan punishment kepada mitranya...padahal gojek tidak memberikan gaji dan hanya mengambil keuntungan dari mitra driver,gojek adalah perusahaan tersadis dalam memberikan punishment kepada mitranyapadahal gojek tidak memberikan gaji hanya mengambil keuntungan dari mitra driver,gojek adalah perusahaan tersadis dalam memberikan punishment kepada mitranyapadahal gojek tidak memberikan gaji hanya mengambil keuntungan dari mitra driver,"['gojek', 'adalah', 'perusahaan', 'tersadis', 'dalam', 'memberikan', 'punishment', 'kepada', 'mitranyapadahal', 'gojek', 'tidak', 'memberikan', 'gaji', 'hanya', 'mengambil', 'keuntungan', 'dari', 'mitra', 'driver']","['gojek', 'perusahaan', 'tersadis', 'punishment', 'mitranyapadahal', 'gojek', 'gaji', 'mengambil', 'keuntungan', 'mitra', 'driver']",gojek usaha sad punishment mitranyapadahal gojek gaji ambil untung mitra driver
gopay ada cs email nya gak ya? ada kendala di gopay saya,gopay email kendala gopay saya,gopay email kendala gopay saya,"['gopay', 'email', 'kendala', 'gopay', 'saya']","['gopay', 'email', 'kendala', 'gopay']",gopay email kendala gopay
bisa top up ff sama ml nihhh,bisa sama nihhh,bisa sama nih,"['bisa', 'sama', 'nih']",['nih'],nih
gift arena sampah,gift arena sampah,gift arena sampah,"['gift', 'arena', 'sampah']","['gift', 'arena', 'sampah']",gift arena sampah
okehh,okehh,okehh,['okehh'],['okehh'],okehh
nice one,nice,nice,['nice'],['nice'],nice
sering bertransaksi tapi tidak dapat limit,sering bertransaksi tapi tidak dapat limit,sering bertransaksi tapi tidak dapat limit,"['sering', 'bertransaksi', 'tapi', 'tidak', 'dapat', 'limit']","['bertransaksi', 'limit']",transaksi limit
"Balikin uang saya yg Gopay korup. Mentang2 punya nama seenaknya makanin duit orang. Saya tdk ada melakukan transaksi pada tgl 25 Des 2025 Jam 14.32 WITA, tetapi otomatis dari Gopaynya langsung. Gk ush nanggung2 kalo korupsi sekalian aja nominalnya yg gede2 juga. Emang gk ada yg aman kalo udh terkait uang di Indonesia.",balikin uang saya gopay korup mentang punya nama seenaknya makanin duit orang saya melakukan transaksi pada   wita tetapi otomatis dari gopaynya langsung nanggung kalo korupsi sekalian nominalnya gede juga emang aman kalo terkait uang indonesia,balikin uang saya gopay korup mentang punya nama seenaknya makanin duit orang saya melakukan transaksi pada wita tetapi otomatis dari gopaynya langsung nanggung kalau korupsi sekalian nominalnya gede juga memang aman kalau terkait uang indonesia,"['balikin', 'uang', 'saya', 'gopay', 'korup', 'mentang', 'punya', 'nama', 'seenaknya', 'makanin', 'duit', 'orang', 'saya', 'melakukan', 'transaksi', 'pada', 'wita', 'tetapi', 'otomatis', 'dari', 'gopaynya', 'langsung', 'nanggung', 'kalau', 'korupsi', 'sekalian', 'nominalnya', 'gede', 'juga', 'memang', 'aman', 'kalau', 'terkait', 'uang', 'indonesia']","['balikin', 'uang', 'gopay', 'korup', 'mentang', 'nama', 'makanin', 'duit', 'orang', 'transaksi', 'wita', 'otomatis', 'gopaynya', 'langsung', 'nanggung', 'korupsi', 'nominalnya', 'gede', 'aman', 'terkait', 'uang', 'indonesia']",balikin uang gopay korup mentang nama makanin duit orang transaksi wita otomatis gopaynya langsung nanggung korupsi nominal gede aman kait uang indonesia
"sukaaaaa,,,, banyakk promo nyaaa",sukaaaaa banyakk promo nyaaa,sukaaaaa banyakk promo nya,"['sukaaaaa', 'banyakk', 'promo', 'nya']","['sukaaaaa', 'banyakk', 'promo', 'nya']",sukaaaaa banyakk promo nya
pelayanannya cepat,pelayanannya cepat,pelayanannya cepat,"['pelayanannya', 'cepat']","['pelayanannya', 'cepat']",layan cepat
InsyaAllah aman☺,insyaallah aman,insyaallah aman,"['insyaallah', 'aman']","['insyaallah', 'aman']",insyaallah aman
mantap min 👍,mantap,mantap,['mantap'],['mantap'],mantap
"gopay gaamees gak jelas bisa bisanya error pas saya udah isi saldo gopaynya, bintang 1. kalau ada bintang 0 sudah saya kasih bintang 0, aplikasi gajelass",gopay gaamees jelas bisa bisanya error saya udah saldo gopaynya bintang kalau bintang sudah saya kasih bintang aplikasi gajelass,gopay gaamees jelas bisa bisanya error saya sudah saldo gopaynya bintang kalau bintang sudah saya kasih bintang aplikasi gajelass,"['gopay', 'gaamees', 'jelas', 'bisa', 'bisanya', 'error', 'saya', 'sudah', 'saldo', 'gopaynya', 'bintang', 'kalau', 'bintang', 'sudah', 'saya', 'kasih', 'bintang', 'aplikasi', 'gajelass']","['gopay', 'gaamees', 'bisanya', 'error', 'saldo', 'gopaynya', 'bintang', 'bintang', 'kasih', 'bintang', 'aplikasi', 'gajelass']",gopay gaamees bisa error saldo gopaynya bintang bintang kasih bintang aplikasi gajelass
aplikasi bagus banget,aplikasi bagus banget,aplikasi bagus banget,"['aplikasi', 'bagus', 'banget']","['aplikasi', 'bagus', 'banget']",aplikasi bagus banget
aplikasine apik,aplikasine apik,aplikasine apik,"['aplikasine', 'apik']","['aplikasine', 'apik']",aplikasine apik
"maaf aplikasinya saya uninstal,percuma g ada gunanya",maaf aplikasinya saya uninstalpercuma gunanya,maaf aplikasinya saya uninstalpercuma gunanya,"['maaf', 'aplikasinya', 'saya', 'uninstalpercuma', 'gunanya']","['maaf', 'aplikasinya', 'uninstalpercuma', 'gunanya']",maaf aplikasi uninstalpercuma guna
"aplikasi gopay ini sangat bagus, dan kalo saya top up harganya lebih murah dan terpercaya",aplikasi gopay sangat bagus kalo saya harganya lebih murah terpercaya,aplikasi gopay sangat bagus kalau saya harganya lebih murah terpercaya,"['aplikasi', 'gopay', 'sangat', 'bagus', 'kalau', 'saya', 'harganya', 'lebih', 'murah', 'terpercaya']","['aplikasi', 'gopay', 'bagus', 'harganya', 'murah', 'terpercaya']",aplikasi gopay bagus harga murah percaya
baru pertama pakek puas deh,baru pertama pakek puas,baru pertama pakai puas,"['baru', 'pertama', 'pakai', 'puas']","['pakai', 'puas']",pakai puas
"bismillah bintang 5 semoga ada saldo gratis, hehh",bismillah bintang semoga saldo gratis hehh,bismillah bintang semoga saldo gratis eh,"['bismillah', 'bintang', 'semoga', 'saldo', 'gratis', 'eh']","['bismillah', 'bintang', 'semoga', 'saldo', 'gratis', 'eh']",bismillah bintang moga saldo gratis eh
siiip,siiip,siiip,['siiip'],['siiip'],siiip
ini knpa kok top up gk masuk. udah dari semalam...,knpa masuk udah dari semalam,kenapa masuk sudah dari semalam,"['kenapa', 'masuk', 'sudah', 'dari', 'semalam']","['masuk', 'semalam']",masuk malam
"ga jelas bet taik, saya udah makai code promo tetapi tidak bisa di bayar di karenakan kesalahan setelah itu saya suruh menunggu ternyata tetap tidak bisa alhasil promonya hilang sangat merugikan dan tidak ada kompensasi👎",jelas taik saya udah makai code promo tetapi tidak bisa bayar karenakan kesalahan setelah saya suruh menunggu ternyata tetap tidak bisa alhasil promonya hilang sangat merugikan tidak kompensasi,jelas tahi saya sudah makai code promo tetapi tidak bisa bayar karenakan kesalahan setelah saya suruh menunggu ternyata tetap tidak bisa alhasil promonya hilang sangat merugikan tidak kompensasi,"['jelas', 'tahi', 'saya', 'sudah', 'makai', 'code', 'promo', 'tetapi', 'tidak', 'bisa', 'bayar', 'karenakan', 'kesalahan', 'setelah', 'saya', 'suruh', 'menunggu', 'ternyata', 'tetap', 'tidak', 'bisa', 'alhasil', 'promonya', 'hilang', 'sangat', 'merugikan', 'tidak', 'kompensasi']","['tahi', 'makai', 'code', 'promo', 'bayar', 'karenakan', 'kesalahan', 'suruh', 'menunggu', 'alhasil', 'promonya', 'hilang', 'merugikan', 'kompensasi']",tahi maka code promo bayar karena salah suruh tunggu alhasil promonya hilang rugi kompensasi
Aplikasi Gopay ini bagus memudahkan dalam melakukan transaksi online,aplikasi gopay bagus memudahkan dalam melakukan transaksi online,aplikasi gopay bagus memudahkan dalam melakukan transaksi online,"['aplikasi', 'gopay', 'bagus', 'memudahkan', 'dalam', 'melakukan', 'transaksi', 'online']","['aplikasi', 'gopay', 'bagus', 'memudahkan', 'transaksi', 'online']",aplikasi gopay bagus mudah transaksi online
"mantap, cepat , dan aman",mantap cepat aman,mantap cepat aman,"['mantap', 'cepat', 'aman']","['mantap', 'cepat', 'aman']",mantap cepat aman
duit hilang hampir 1 juta,duit hilang hampir juta,duit hilang hampir juta,"['duit', 'hilang', 'hampir', 'juta']","['duit', 'hilang', 'juta']",duit hilang juta
"cepat, bagus",cepat bagus,cepat bagus,"['cepat', 'bagus']","['cepat', 'bagus']",cepat bagus
proses cepat anti lemot dan sangat membantu,proses cepat anti lemot sangat membantu,proses cepat anti lemot sangat membantu,"['proses', 'cepat', 'anti', 'lemot', 'sangat', 'membantu']","['proses', 'cepat', 'anti', 'lemot', 'membantu']",proses cepat anti lot bantu
mntappp,mntappp,mntappp,['mntappp'],['mntappp'],mntappp
walaupun Boru coba kasih bintang 5,walaupun boru coba kasih bintang,walaupun boru coba kasih bintang,"['walaupun', 'boru', 'coba', 'kasih', 'bintang']","['boru', 'coba', 'kasih', 'bintang']",boru coba kasih bintang
ok recommended banget,recommended banget,recommended banget,"['recommended', 'banget']","['recommended', 'banget']",recommended banget
"saya suka aplikasi ini,,penggunaan mudah,transfer,tari tunai mudah sekali tanpa ribet,sukses selalu",saya suka aplikasi inipenggunaan mudahtransfertari tunai mudah sekali tanpa ribetsukses selalu,saya suka aplikasi inipenggunaan mudahtransfertari tunai mudah sekali tanpa ribetsukses selalu,"['saya', 'suka', 'aplikasi', 'inipenggunaan', 'mudahtransfertari', 'tunai', 'mudah', 'sekali', 'tanpa', 'ribetsukses', 'selalu']","['suka', 'aplikasi', 'inipenggunaan', 'mudahtransfertari', 'tunai', 'mudah', 'ribetsukses']",suka aplikasi inipenggunaan mudahtransfertari tunai mudah ribetsukses
"Sempet mau jadiin gopay sebagai satu2 nya ewalet yg dipakai sehari2, tapi hampir 2bulan ini jarang dipake, males sudah mencoba aktifkan gopay paylater/ gopay pinjam nya gagal trus, padahal siapa tau bermanfaat kalau ada kebutuhan mendadak.. Tapi gak apa2 ditolak disini, diaplikasi sebelah sekali daftar dikasih limit, meskipun tidak banyak tapi nge bantu banget disaat keadaan darurat..",sempet jadiin gopay sebagai satu ewalet dipakai sehari tapi hampir bulan jarang dipake males sudah mencoba aktifkan gopay paylater gopay pinjam gagal trus padahal siapa bermanfaat kalau kebutuhan mendadak tapi apa ditolak disini diaplikasi sebelah sekali daftar dikasih limit meskipun tidak banyak tapi bantu banget disaat keadaan darurat,sempat jadikan gopay sebagai satu ewalet dipakai sehari tapi hampir bulan jarang dipakai malas sudah mencoba aktifkan gopay paylater gopay pinjam gagal terus padahal siapa bermanfaat kalau kebutuhan mendadak tapi apa ditolak disini diaplikasi sebelah sekali daftar dikasih limit meskipun tidak banyak tapi bantu banget disaat keadaan darurat,"['sempat', 'jadikan', 'gopay', 'sebagai', 'satu', 'ewalet', 'dipakai', 'sehari', 'tapi', 'hampir', 'bulan', 'jarang', 'dipakai', 'malas', 'sudah', 'mencoba', 'aktifkan', 'gopay', 'paylater', 'gopay', 'pinjam', 'gagal', 'terus', 'padahal', 'siapa', 'bermanfaat', 'kalau', 'kebutuhan', 'mendadak', 'tapi', 'apa', 'ditolak', 'disini', 'diaplikasi', 'sebelah', 'sekali', 'daftar', 'dikasih', 'limit', 'meskipun', 'tidak', 'banyak', 'tapi', 'bantu', 'banget', 'disaat', 'keadaan', 'darurat']","['jadikan', 'gopay', 'ewalet', 'dipakai', 'sehari', 'jarang', 'dipakai', 'malas', 'mencoba', 'aktifkan', 'gopay', 'paylater', 'gopay', 'pinjam', 'gagal', 'bermanfaat', 'kebutuhan', 'mendadak', 'ditolak', 'diaplikasi', 'sebelah', 'daftar', 'dikasih', 'limit', 'bantu', 'banget', 'disaat', 'darurat']",jadi gopay ewalet pakai hari jarang pakai malas coba aktif gopay paylater gopay pinjam gagal manfaat butuh dadak tolak aplikasi belah daftar kasih limit bantu banget saat darurat
hp tereset otomatis data gopay hilang kebetulaan wa dan nomer hp yg terdaftar di gopay semua hilang mau masuk lagi sudah tidak bisa karena minta kode dan email sepertinya blm saya kaitkan mohon pencerahannya gopay,tereset otomatis data gopay hilang kebetulaan nomer terdaftar gopay semua hilang masuk lagi sudah tidak bisa karena minta kode email sepertinya saya kaitkan mohon pencerahannya gopay,tereset otomatis data gopay hilang kebetulaan nomer terdaftar gopay semua hilang masuk lagi sudah tidak bisa karena meminta kode email sepertinya saya kaitkan mohon pencerahannya gopay,"['tereset', 'otomatis', 'data', 'gopay', 'hilang', 'kebetulaan', 'nomer', 'terdaftar', 'gopay', 'semua', 'hilang', 'masuk', 'lagi', 'sudah', 'tidak', 'bisa', 'karena', 'meminta', 'kode', 'email', 'sepertinya', 'saya', 'kaitkan', 'mohon', 'pencerahannya', 'gopay']","['tereset', 'otomatis', 'data', 'gopay', 'hilang', 'kebetulaan', 'nomer', 'terdaftar', 'gopay', 'hilang', 'masuk', 'kode', 'email', 'kaitkan', 'mohon', 'pencerahannya', 'gopay']",tereset otomatis data gopay hilang kebetulaan nomer daftar gopay hilang masuk kode email kait mohon cerah gopay
mantabz,mantabz,mantabz,['mantabz'],['mantabz'],mantabz
coba aja,coba,coba,['coba'],['coba'],coba
punya Gopay pinjam belanja lebih murah puas banget saya suka selalu dapat voucher mskih,punya gopay pinjam belanja lebih murah puas banget saya suka selalu dapat voucher mskih,punya gopay pinjam belanja lebih murah puas banget saya suka selalu dapat voucher mskih,"['punya', 'gopay', 'pinjam', 'belanja', 'lebih', 'murah', 'puas', 'banget', 'saya', 'suka', 'selalu', 'dapat', 'voucher', 'mskih']","['gopay', 'pinjam', 'belanja', 'murah', 'puas', 'banget', 'suka', 'voucher', 'mskih']",gopay pinjam belanja murah puas banget suka voucher mskih
"programnya menarik, banyak pilihan dan semoga tingkat keamanannya mumpuni.",programnya menarik banyak pilihan semoga tingkat keamanannya mumpuni,programnya menarik banyak pilihan semoga tingkat keamanannya mumpuni,"['programnya', 'menarik', 'banyak', 'pilihan', 'semoga', 'tingkat', 'keamanannya', 'mumpuni']","['programnya', 'menarik', 'pilihan', 'semoga', 'tingkat', 'keamanannya', 'mumpuni']",program tarik pilih moga tingkat aman mumpuni
aplikasi ini sangat bagus aku suka banget,aplikasi sangat bagus suka banget,aplikasi sangat bagus suka banget,"['aplikasi', 'sangat', 'bagus', 'suka', 'banget']","['aplikasi', 'bagus', 'suka', 'banget']",aplikasi bagus suka banget
Istirahatnya terlalu lama,istirahatnya terlalu lama,istirahatnya terlalu lama,"['istirahatnya', 'terlalu', 'lama']",['istirahatnya'],istirahat
simpel gampang enak,simpel gampang enak,simpel gampang enak,"['simpel', 'gampang', 'enak']","['simpel', 'gampang', 'enak']",simpel gampang enak
"saya suka apk gopay inii,sangat membantu transaksi lebih cepat,promo diamond dalam game,pokoknya the best 💯",saya suka gopay iniisangat membantu transaksi lebih cepatpromo diamond dalam gamepokoknya best,saya suka gopay iniisangat membantu transaksi lebih cepatpromo diamond dalam gamepokoknya best,"['saya', 'suka', 'gopay', 'iniisangat', 'membantu', 'transaksi', 'lebih', 'cepatpromo', 'diamond', 'dalam', 'gamepokoknya', 'best']","['suka', 'gopay', 'iniisangat', 'membantu', 'transaksi', 'cepatpromo', 'diamond', 'gamepokoknya', 'best']",suka gopay iniisangat bantu transaksi cepatpromo diamond gamepokoknya best
bagus cuy,bagus,bagus,['bagus'],['bagus'],bagus
terimakasih karena gopay selalu memberi kemudahan dalam transaksi,terimakasih karena gopay selalu memberi kemudahan dalam transaksi,terimakasih karena gopay selalu memberi kemudahan dalam transaksi,"['terimakasih', 'karena', 'gopay', 'selalu', 'memberi', 'kemudahan', 'dalam', 'transaksi']","['terimakasih', 'gopay', 'kemudahan', 'transaksi']",terimakasih gopay mudah transaksi
